#name:Lewis et al., Mol Syst Biol 2010
#score:8.4
#weight:100%
#description:Spectral counting data based on <a href="http://www.ncbi.nlm.nih.gov/pubmed/20664636" target="_blank">Lewis et al., Mol Syst Biol 2010</a><br/><b>Interaction consistency score</b>: 8.4&nbsp<b>Coverage</b>: 20%
#organ:WHOLE_ORGANISM
#integrated:false
#
#internal_id	string_external_id	abundance_ppm	raw_spectral_count
#
4738185	511145.b3231	4700.978963235871	159056
4738184	511145.b3230	5287.760961059481	178459
4737612	511145.b2579	2166.616612805493	78937
4737781	511145.b2780	237.35827236596933	35299
4737609	511145.b2576	20.58761973408783	2757
4735810	511145.b0637	89.7757896271354	1784
4736953	511145.b1864	83.97398164140904	7827
4736949	511145.b1860	30.920175898669246	4393
4737179	511145.b2124	16.868284415840694	1757
4736585	511145.b1480	7550.472618996302	40737
4736587	511145.b1482	2406.3599913157836	54453
4735804	511145.b0631	285.5916669448078	8866
4735805	511145.b0632	54.12743693841769	8999
4736955	511145.b1866	154.0110534290384	28285
4736956	511145.b1867	217.26489778525297	6593
4736963	511145.b1874	558.5890167489772	30875
4737173	511145.b2114	14.176578842704014	4912
4735815	511145.b0642	58.31537763547811	22915
4735814	511145.b0641	329.92740289141034	17333
4736695	511145.b1602	338.54045668820015	36394
4736696	511145.b1603	414.20046745511274	71812
4736697	511145.b1604	212.16586521614377	22862
4736042	511145.b0894	6.979159529531146	1990
4736041	511145.b0893	260.21608535772305	35297
4737203	511145.b2150	3090.2411816413596	364900
4737206	511145.b2153	575.691135274546	31093
