"smiles","cid","compound name","dG0","dH0","charge","hydrogens","Mg","use for","ref","remark"
"C(Cl)CCCC",0,"1-Chloropentane",-29.69,,,,0,"skip","Dolfing (1994)",
"C(Cl)CCC",0,"1-Chlorobutane",-31.78,,,,0,"skip","Dolfing (1994)",
,0,"1,3-dichloropropane|",-80.29,,,,0,"skip","Dolfing (1994)",
,0,"2-chlorobutane|",-45.58,,,,0,"skip","Dolfing (1994)",
,1438,"Methane",-34.75,,,,0,"skip","Dolfing (1994)",
"C(Cl)Cl",2271,"Dichloromethane",-66.08,,,,0,"skip","Dolfing (1994)",
"C=C",6547,"Ethylene",81.55,,,,0,"skip","Dolfing (1994)",
"C(CCl)Cl",6752,"1,2-Dichloroethane",-72.77,,,,0,"skip","Dolfing (1994)",
"C(=C(Cl)Cl)Cl",6790,"Trichloroethylene",25.51,,,,0,"skip","Dolfing (1994)",
"C=CCl",6793,"Chloroethylene",59.8,,,,0,"skip","Dolfing (1994)",
"C(Cl)(Cl)(Cl)Cl",7561,"tetrachloromethane|",-45.17,,,,0,"skip","Dolfing (1994)",
"C=C(Cl)Cl",14039,"1,1-Dichloroethylene",32.2,,,,0,"skip","Dolfing (1994)",
"C(C(CCl)Cl)Cl",14400,"1,2,3-Trichloropropane",-100.79,,,,0,"skip","Dolfing (1994)",
"C(C(Cl)(Cl)Cl)Cl",14705,"1,1,1,2-Tetrachloroethane",-77.79,,,,0,"skip","Dolfing (1994)",
"[H+]",80,"H+",-39.87,0,1,1,0,"skip","Hatzimanikatis (2008)",
"C(C(=O)CO)O",184,"Glycerone",-445.18,,0,6,0,"skip","Hatzimanikatis (2008)",
"C([C@H](C(=O)OP(=O)([O-])O)O)OP(=O)([O-])O",236,"1,3-bisphosphoglycerate",-2440.16,,-2,6,0,"skip","Hatzimanikatis (2008)",
"N#CC#CC#N",0,"Dicyanoacetylene",427.4,,,,0,"skip","Mavrovouniotis (1990)",
"C1CC1",0,"Cyclopropane",115.42,,,,0,"skip","Mavrovouniotis (1990)",
,0,"9-Methyldecalin",101.2,,,,0,"skip","Mavrovouniotis (1990)",
"C/C=C/C(O)=O",0,"Crotonate",-277.27,,,,0,"skip","Thauer (1977)",
"Cl(=O)(=O)O",0,"Chlorate",-3.35,,,,0,"skip","Thauer (1977)",
"OCl=O",0,"Chlorine dioxide",17.15,,,,0,"skip","Thauer (1977)",
"CCCCCC(=O)O",0,"caproate|hxa|",-335.81,,,,0,"skip","Thauer (1977)",
,0,"3-oxobutanoate|acetoacetate|acac|b-ketobutyrate|",-493.48,,,,0,"skip","Thauer (1977)",
"[O-]S(=O)(=S)[O]",0,"Trioxidosulfidosulfate",-513.13,,,,0,"skip","Thauer (1977)",
"[O-]S(=O)(=O)SS(=O)(=O)[O-]",0,"Dithionite",-600.12,,,,0,"skip","Thauer (1977)",
"O",1,"H2O",-237.08,,,,0,"skip","Thauer (1977)",
"C(=O)=O",11,"CO2",-385.83,,,,0,"skip","Thauer (1977)",
"N",14,"Ammonia",-79.46,,,,0,"skip","Thauer (1977)",
"CC(=O)C(=O)O",22,"Pyruvate",-474.24,,,,0,"skip","Thauer (1977)",
"C(CC(=O)O)C(=O)C(=O)O",26,"2-Oxoglutarate",-797.09,,,,0,"skip","Thauer (1977)",
"OO",27,"H2O2",-134.24,,,,0,"skip","Thauer (1977)",
"OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)1",31,"D-Glucose",-923.09,,,,0,"skip","Thauer (1977)",
"OC[C@@H](O1)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)1",31,"D-Glucose",-916.78,,,,0,"skip","Thauer (1977)",
"CC(=O)O",33,"Acetate",-369.23,,,,0,"skip","Thauer (1977)",
"C(C(=O)C(=O)O)C(=O)O",36,"Oxaloacetate",-796.67,,,,0,"skip","Thauer (1977)",
"C(C(=O)O)N",37,"Glycine",-370.53,,,,0,"skip","Thauer (1977)",
"C[C@@H](C(=O)O)N",41,"L-alanine",-371.36,,,,0,"skip","Thauer (1977)",
"C(CC(=O)O)C(=O)O",42,"Succinate",-690.03,,,,0,"skip","Thauer (1977)",
"C(=O)C(=O)O",48,"Glyoxylate",-468.38,,,,0,"skip","Thauer (1977)",
"C([C@@H](C(=O)O)N)C(=O)O",49,"L-Aspartate",-698.81,,,,0,"skip","Thauer (1977)",
"C(=O)O",58,"Formate",-350.87,,,,0,"skip","Thauer (1977)",
"OS(=O)(=O)O",59,"Sulfate",-744.4,,,,0,"skip","Thauer (1977)",
"C(CC(=O)N)[C@@H](C(=O)O)N",64,"L-Glutamine",-529.44,,,,0,"skip","Thauer (1977)",
"C([C@@H](C(=O)O)N)O",65,"Serine",-510.62,,,,0,"skip","Thauer (1977)",
"C=O",67,"Formaldehyde",-130.48,,,,0,"skip","Thauer (1977)",
"c1ccc2c(c1)c(C[C@@H](C(=O)O)N)c[nH]2",78,"L-Tryptophan",-112.5,,,,0,"skip","Thauer (1977)",
"c1ccc(cc1)C[C@@H](C(=O)O)N",79,"L-Phenylalanine",-207.01,,,,0,"skip","Thauer (1977)",
"c1cc(ccc1C[C@@H](C(=O)O)N)O",82,"L-Tyrosine",-370.53,,,,0,"skip","Thauer (1977)",
"CC=O",84,"Acetaldehyde",-139.68,,,,0,"skip","Thauer (1977)",
"C(N)(N)=O",86,"Urea",-203.66,,,,0,"skip","Thauer (1977)",
"N(=O)O",88,"Nitrite",-37.22,,,,0,"skip","Thauer (1977)",
"C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@]1(CO)[C@H]([C@@H]([C@@H](CO)O1)O)O)O)O)O)O",89,"Sucrose",-1551.1,,,,0,"skip","Thauer (1977)",
"OS(=O)O",94,"Sulfite",-527.56,,,,0,"skip","Thauer (1977)",
"C([C@@H](C(=O)O)N)S",97,"L-Cysteine",-339.62,,,,0,"skip","Thauer (1977)",
"C(C(CO)O)O",116,"Glycerol",-488.29,,,,0,"skip","Thauer (1977)",
"C([C@@H]1[C@H]([C@H](C(O1)O)O)O)O",121,"D-Ribose",-756.94,,,,0,"skip","Thauer (1977)",
"c1ccc(cc1)O",146,"Phenol",-52.07,,,,0,"skip","Thauer (1977)",
"C([C@@H](C(=O)[O-])[NH3+])C(=N)O",152,"L-Asparagine",-526.56,,,,0,"skip","Thauer (1977)",
"C(C(=O)O)C(CC(=O)O)(C(=O)O)O",158,"Citrate",-1167.78,,,,0,"skip","Thauer (1977)",
"C(C(=O)O)O",160,"Glycolate",-530.7,,,,0,"skip","Thauer (1977)",
"CCC(=O)O",163,"Propanoate",-360.91,,,,0,"skip","Thauer (1977)",
"CC(C)[C@@H](C(=O)O)N",183,"L-Valine",-356.72,,,,0,"skip","Thauer (1977)",
"C(C(=O)CO)O",184,"Glycerone",-445.38,,,,0,"skip","Thauer (1977)",
,185,"Cellobiose",-1569.34,,,,0,"skip","Thauer (1977)",
"C[C@H]([C@@H](C(=O)O)N)O",188,"L-Threonine",-514.39,,,,0,"skip","Thauer (1977)",
"CC(=O)C",207,"Acetone",-161.09,,,,0,"skip","Thauer (1977)",
"C(=O)(C(=O)O)O",209,"Oxalate",-673.72,,,,0,"skip","Thauer (1977)",
"C(CC(=O)O)[C@H](C(=O)O)N",217,"D-Glutamate",-699.23,,,,0,"skip","Thauer (1977)",
"CN",218,"Methylamine",-39.94,,,,0,"skip","Thauer (1977)",
"N(=O)(=O)O",244,"Nitrate",-111.28,,,,0,"skip","Thauer (1977)",
"C(CS(=O)(=O)O)N",245,"Taurine",-509.2,,,,0,"skip","Thauer (1977)",
"CCCC(=O)O",246,"Butyrate",-352.46,,,,0,"skip","Thauer (1977)",
"C(C(C(C(C(C(=O)O)O)O)O)O)O",257,"D-Gluconic acid",-1127.89,,,,0,"skip","Thauer (1977)",
"C([C@H](C(=O)O)O)O",258,"D-Glycerate",-657.83,,,,0,"skip","Thauer (1977)",
"c1nc2c([nH]1)ncnc2O",262,"Hypoxanthine",89.49,,,,0,"skip","Thauer (1977)",
"S",283,"Hydrogen sulfide",-27.85,,,,0,"skip","Thauer (1977)",
"C(=O)([O-])O",288,"HCO3-",-586.57,,,,0,"skip","Thauer (1977)",
"CN(CC(=O)O)C(=N)N",300,"Creatine",-264.18,,,,0,"skip","Thauer (1977)",
"C(C(C(C(=O)O)O)C(=O)O)C(=O)O",311,"Isocitrate",-1161.13,,,,0,"skip","Thauer (1977)",
"c12c([nH]c(n2)O)nc(nc1O)O",366,"Urate",-356.72,,,,0,"skip","Thauer (1977)",
"C(=C(\CC(=O)O)C(=O)O)C(=O)O",417,"cis-Aconitate",-922.17,,,,0,"skip","Thauer (1977)",
"CCO",469,"Ethanol",-181.67,,,,0,"skip","Thauer (1977)",
"C=CC(=O)[O-]",511,"Acrylate",-286.05,,-1,3,0,"train","Thauer (1977)",
"CNC",543,"Dimethylamine",-3.35,,0,7,0,"test","Thauer (1977)",
"c1ccc(cc1)CO",556,"Benzyl alcohol",-27.6,,0,8,0,"train","Thauer (1977)",
"CN(C)C",565,"Trimethylamine",37.22,,0,9,0,"test","Thauer (1977)",
,704,"O2-",28.86,,,,0,"skip","Thauer (1977)",
"C(C(C(=O)O)O)C(=O)O",711,"Malate",-844.68,,,,0,"skip","Thauer (1977)",
"c1ccncc1",747,"Pyridine",177.02,,0,5,0,"train","Thauer (1977)",
"CN1CC(=NC1=N)O",791,"Creatinine",-28.9,,,,0,"skip","Thauer (1977)",
"C(C(C(C(C(CO)O)O)O)O)O",794,"D-Sorbitol",-942.16,,,,0,"skip","Thauer (1977)",
"C(C(C(C(C(CO)O)O)O)O)O",794,"D-Sorbitol",-942.25,,,,0,"skip","Thauer (1977)",
"CCCCC(=O)[O-]",803,"Valerate",-344.18,,-1,9,0,"train","Thauer (1977)",
"C(CO)C(=O)[O-]",1013,"3-Hydroxypropanoate",-518.15,,-1,5,0,"skip","Thauer (1977)",
"OCCO",1380,"Ethylene glycol",-330.38,,0,6,0,"train","Thauer (1977)",
"C(=O)([O-])C=CC(=O)[O-]",1384,"Maleic acid",-603.92,,-2,2,0,"skip","Thauer (1977)",
"c1ccccc1",1407,"Benzene",124.46,,0,6,0,"train","Thauer (1977)",
"C(C(C(=O)O)N)SSCC(C(=O)O)N",1420,"Cystine",-666.61,,,,0,"skip","Thauer (1977)",
"C[C@@H](C(=O)[O-])O",1432,"Lactate",-516.9,,-1,5,0,"skip","Thauer (1977)",
"C1C(C(C(O1)O)O)O",1796,"D-Erythrose",-598.03,,0,8,0,"train","Thauer (1977)",
"CC(C)O",1845,"Propan-2-ol",-185.85,,0,8,0,"train","Thauer (1977)",
"[O-]S(=O)(=O)SS(=O)(=O)[O-]",1861,"Trithionate",-957.68,,,,0,"skip","Thauer (1977)",
"C([C@H]([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O)O",2076,"D-Sedoheptulose",-1074.77,,,,0,"skip","Thauer (1977)",
"OS(=O)(=O)SSS(=O)(=O)O",2084,"Tetrathionate",-1021.66,,,,0,"skip","Thauer (1977)",
"C(=O)C(O)CO",2154,"Glyceraldehyde",-437.44,,0,6,0,"train","Thauer (1977)",
"C(C1C(C(C(O1)(CO)O)O)O)O",2336,"beta-D-Fructose",-914.94,,0,12,0,"skip","Thauer (1977)",
"NN",5361,"Hydrazine",127.97,,,,0,"skip","Thauer (1977)",
"CCC(O)C(=O)[O-]",5984,"2-Hydroxybutanoic acid",-506.02,,-1,7,0,"skip","Thauer (1977)",
"CCCCO",6142,"1-Butanol",-171.75,,0,10,0,"train","Thauer (1977)",
"O=S=O",9306,"Sulfur dioxide",-300.56,,0,0,0,"test","Thauer (1977)",
"[Fe+2]",14818,"Fe2+",-78.83,,,,0,"skip","Thauer (1977)",
"[Fe+3]",14819,"Fe3+",-4.6,,,,0,"skip","Thauer (1977)",
"CC[C@H](C)[C@@H](C(=O)[O-])[NH3+]",407,"Isoleucine",-343.76,,0,13,0,"skip","Thauer (1977)",
"CC(C)C[C@@H](C(=O)[O-])[NH3+]",123,"Leucine",-342.92,,0,13,0,"skip","Thauer (1977)",
"CC",,"Ethane",-17.02,,0,6,0,"train","Wagman (1982)",
"C[NH3+](C)(C)O",,"CH3NHp",37.39,,,,0,"skip","Wagman (1982)",
"C#N",1326,"Hydrogen cyanide",119.65,,,,0,"skip","Wagman (1982)",
"CCCC=O",1412,"Butanal",-119.61,,0,8,0,"train","Wagman (1982)",
"C(#N)O",1417,"Cyanate",-97.36,,,,0,"skip","Wagman (1982)",
"C(#N)S",1755,"Thiocyanate",92.67,,,,0,"skip","Wagman (1982)",
