"cid","log10(Km)"
4691,-1.54975089168064
4696,-2.79588001734407
4720,-0.911863911299449
4730,-0.920818753952375
4734,-1.37986394502624
4737,-0.552841968657781
4741,-0.804100347590766
4751,-0.179601477296018
4756,-1.39794000867204
4773,-1.44369749923271
4798,-0.698970004336019
4807,-2.78251605578609
4832,-0.764471553092451
4845,-0.941194513324093
4846,-1.10237290870956
4853,-2.18708664335714
4858,-2
4884,-1.39794000867204
4895,-2.01999662841625
4911,-0.425968732272281
4925,-0.504455662453552
4927,-0.744727494896694
5122,-0.218244625347531
5138,-2.61978875828839
5141,-1.41116827440579
5147,0.824125833916549
5161,0.397940008672038
5172,-3.52287874528034
5174,-3.39794000867204
5175,-2.50863830616573
5176,-1.82390874094432
5178,-2
5179,-1.63827216398241
5189,-2.69897000433602
5191,-1.79588001734408
5194,-2.09691001300806
5202,-2.34678748622466
5203,-0.397940008672038
5204,-2.67778070526608
5220,-1.88605664769316
5223,-2.22914798835786
5230,-2.15490195998574
5239,0.255272505103306
5247,-2
5263,-2.03151705144606
5264,-1.05551732784983
5265,-2.70996538863748
5266,-0.737193076999436
5267,-2.2518119729938
5268,-0.734474664780926
5269,-1.74112337062787
5306,-2.1249387366083
5316,-2.22184874961636
5324,-0.397940008672038
5332,-0.897652063941121
5335,-0.7594507517174
5345,-1.02227639471115
5358,-1.48148606012211
5361,-1.97881070093006
5379,-0.2518119729938
5382,0.602059991327962
5402,0.37383114507383
5418,-2.35654732351381
5422,-0.494850021680094
5430,-2.07572071393812
5431,-2.04575749056068
5437,-1.20065945054642
5439,-1.43179827593301
5440,-1.96657624451305
5452,-2
5454,-1.55052160081264
5455,-1.56863623584101
5463,-1.30980391997149
5464,-1.74472749489669
5465,-1.28025450747042
5466,-1.85031911751706
5479,-2.61978875828839
5488,-0.682981898951888
5490,-3.35654732351381
5500,-1.92081875395238
5512,-0.769551078621726
5551,-1.55284196865778
5552,-2.29242982390206
5557,-0.54515513999149
5593,-1.10237290870956
5608,-2.04095860767891
5610,-2.31875876262441
5618,-0.396855627379818
5619,-0.75448733218585
5658,0.0791812460476248
5662,-0.940625940934042
5668,-1.60205999132796
5682,0.138302698166281
5697,0.024485667699167
5730,-1.18045606445813
5744,-2.10237290870956
5749,-2.32790214206428
5751,-1.93367407463796
5752,-1.97674754036629
5754,-2.15490195998574
5755,-2.08618614761628
5761,-1.85698519974591
5764,-2.1771783546969
5766,-3
5775,-2.10790539730952
5778,-3.20760831050175
5822,-0.188760227246711
5849,-2.38090666937326
5903,-2.29456395341475
5904,-1.08711398601996
5905,-1.24641694110709
5906,-2.22184874961636
5908,-1.51004152057517
5945,-0.105130343254747
6007,-0.481486060122113
6010,0.113943352306837
6019,-1
6033,-1.11633856484638
6071,-0.769551078621726
6089,-3.38195190328791
6090,-2.20065945054642
6099,-1.94309514866353
6108,0.57978359661681
6113,-3.02227639471115
6123,-1.88605664769316
6125,-0.782516055786094
6139,-2
6140,-1.52287874528034
6141,-0.452840878672582
6156,-0.939302159646388
6161,-1.39794000867204
6167,-2
6171,-2.04575749056068
6174,-0.752026733638193
6176,-2.50863830616573
6187,-0.481486060122113
6188,-0.301029995663981
6192,-0.737548910269571
6193,-1.06550154875643
6197,-2.98716277529483
6198,-1.97881070093006
6206,-0.397940008672038
6217,-0.798602875679548
6218,-0.387216143280264
6219,0.230448921378274
6241,-0.145693958198919
6244,1.35602585719312
6250,-1.09533854208448
6313,-2.16717187046065
6317,-0.537602002101044
6319,-2.65757731917779
6320,-2.44369749923271
6322,-1.07058107428571
6323,-1.79588001734408
6325,-0.13282724882135
6329,-1.19382002601611
6333,-1.53760200210104
6350,0.084576277934331
6369,1.20411998265592
6376,0.0934216851622351
6387,-2.04575749056068
6390,-0.602059991327962
6393,-0.130768280269024
6397,-1
6399,-3.18045606445813
6408,-0.0409586076789064
6413,-0.920818753952375
6414,-2.03151705144606
6427,-1.64781748188864
6428,-1.67366413907125
6441,-0.698970004336019
6473,1.43616264704076
6485,0.70372115992702
6503,-4.07058107428571
6506,-2.98296666070122
6510,-3.04575749056068
6516,-1.92081875395238
6520,-2.30102999566398
6526,-1.33724216831843
6551,-1.06348625752111
6552,-1.69897000433602
6553,-0.391473966422806
6554,-1.30102999566398
6561,-1.62616885492617
6563,-2.56863623584101
6564,-0.390939450069913
6565,-1.61978875828839
6588,-2.06550154875643
6589,-2.45593195564972
6604,-1.23657200643706
6606,-0.462180904926726
6658,-0.886056647693163
6672,-1.07058107428571
6680,0.0969100130080564
6697,-1.45593195564972
6701,-1.27572413039921
6717,-1.7619538968712
6719,-0.537602002101044
6730,-1.95860731484178
6733,0.812913356642856
6749,-1.30102999566398
6752,-0.283996656365201
6753,2.59988307207369
6757,-0.97469413473523
6789,-1.69897000433602
6790,-1.32790214206428
6892,-1.01322826573376
7054,-0.0506099933550872
7090,-0.381951903287907
7098,-0.866780543267506
7108,-0.91721462968355
7111,-1.62893213772826
7213,-0.218244625347531
7216,-1.09151498112135
7272,1.59217675739587
7282,-2.18045606445813
7292,-5.69897000433602
7301,0.876015661798158
7329,-0.677780705266081
7480,-0.748361779551788
7639,-5.30102999566398
7645,-0.193820026016113
7649,-1.71500561327701
8491,-0.679334533334702
8578,-2.1249387366083
8579,-2.24795155218056
8604,-2.55284196865778
8614,-2.48148606012211
8620,0.556302500767287
8639,-0.777283528852417
8650,0.0442064643828984
8734,0.12057393120585
9244,-1.95860731484178
9276,-2.82390874094432
9321,-1.80966830182971
9694,-3.44369749923271
9762,-2.39794000867204
9814,0.924279286061882
9815,0.431363764158987
9817,-1.1249387366083
9871,-1.43179827593301
10208,-1.30102999566398
10216,-1.18708664335714
10469,-0.866461091629783
10517,-0.657577319177794
10538,-1.26760624017703
10700,-1.4089353929735
11215,-0.522878745280338
11434,-0.498940737782249
11435,-0.501000636419847
11437,-1.20065945054642
11453,-0.309803919971486
11502,-1.03151705144607
11504,-2.76955107862173
11505,-0.901356274182943
11508,-1
11511,-0.130768280269024
11516,-0.913640169325252
11520,1.20951501454263
11522,-2.07314329105031
11555,-3.65757731917779
11632,0.0170333392987804
11633,-1.71219827006977
11634,-1.77728352885242
11635,-2.13076828026902
11643,-2.58502665202918
11700,-1.97881070093006
11735,0.238046103128795
11807,1.11411035653189
11809,-0.154901959985743
11811,-0.508638306165727
11821,-1.69897000433602
11863,-3.10237290870956
11894,-1.82390874094432
11904,-1.03621217265444
11907,-0.570328451382136
12092,-1.44009337496389
12096,-1.45284087867258
12137,-1.53985418250825
12203,-1.30102999566398
12204,-2.30102999566398
12205,-2.1249387366083
12249,-2.39794000867204
12626,-1.4089353929735
12628,-1.82390874094432
12634,-2.09691001300806
12640,-0.995678626217357
12739,0.235528446907549
12838,-0.853871964321762
13431,-1.42021640338319
13433,-1.23657200643706
13453,-1.69464863055338
13550,-2.51570016065321
13747,-0.0118871597316481
14151,-2.45593195564972
14177,1.06818586174616
14180,-2.22184874961636
14602,-1
14818,-1.97881070093006
14899,0.482158695411276
15025,0.740362689494244
15037,-3.85387196432176
15488,-1.09691001300806
15494,-2.23136189875239
15499,-2.32790214206428
15512,-1.22184874961636
15519,-3
15522,-2.2839966563652
15525,-1.80410034759077
15545,-1.31875876262441
15557,-2.55284196865778
15561,-1.14874165128092
15566,-0.0177287669604316
15567,-0.677780705266081
15568,-0.795880017344075
15606,2.36174860612658
15610,-2.39794000867204
15980,-2.48148606012211
15985,-0.920818753952375
15992,-2.431798275933
15998,0.591064607026499
15999,-3.52287874528034
16001,-2.50863830616573
16014,-2.39794000867204
16074,-0.544393887418133
16075,0.249198357391113
16138,-1.27572413039921
16139,-2.53760200210104
16190,-1.36151074304536
16239,-3
16249,-0.94692155651658
16260,-1.85387196432176
16312,-0.823908740944319
16353,-0.7594507517174
16358,-0.886056647693163
16422,-1.38195190328791
16473,-1.98505965020706
16474,-1.01322826573376
16476,0.0791812460476248
16633,-1.43474265657979
16636,-2.48148606012211
16641,0.624282095835668
16643,0.109747237713229
16681,-2.08092190762393
16695,-1.39794000867204
16711,-2.33724216831843
17206,0.107209969647868
17276,-3.30102999566398
17339,-1.91364016932525
