"EC1","EC2","EC3","EC4","Compound ID (KEGG)","Reaction ID (KEGG)","Reaction direction (KEGG)","Organism ID","Publication ID","Temperature","pH","KM (uM)","kcat (1/sec)"
2,6,1,42,25,2199,1,8,8660600,25,8.3,2450,"NaN"
2,6,1,42,25,2199,1,14,-5718,30,8.4,1300,"NaN"
2,6,1,42,25,2199,1,113,15472000,37,7.4,9530,"NaN"
2,6,1,42,25,2199,1,122,-5717,30,8,3200,"NaN"
2,6,1,42,25,2199,1,200,7542300,37,8,560,"NaN"
2,6,1,42,25,2199,1,1213,-5716,37,8,16700,"NaN"
2,6,1,42,25,2199,1,1299,-5719,25,7.5,24000,"NaN"
2,6,1,42,25,2199,1,7,17051000,"NaN","NaN","NaN",290
2,6,1,42,26,1090,-1,6,378960,37,8,1280,"NaN"
2,6,1,42,26,1090,-1,6,3069800,"NaN","NaN",1700,"NaN"
2,6,1,42,26,1090,-1,6,3069800,25,8,240,"NaN"
2,6,1,42,26,1090,-1,6,4968700,"NaN","NaN",1000,"NaN"
2,6,1,42,26,1090,-1,7,2853800,"NaN","NaN",4000,"NaN"
2,6,1,42,26,1090,-1,7,2853800,37,8,1100,"NaN"
2,6,1,42,26,1090,-1,7,10989000,25,8.4,5500,"NaN"
2,6,1,42,26,1090,-1,7,10989000,37,8.3,1520,"NaN"
2,6,1,42,26,1090,-1,8,2853800,37,8,12500,"NaN"
2,6,1,42,26,1090,-1,8,10989000,25,8.4,680,"NaN"
2,6,1,42,26,1090,-1,14,-5718,30,8.4,800,"NaN"
2,6,1,42,26,1090,-1,96,4979700,37,8.2,570,"NaN"
2,6,1,42,26,1090,-1,96,5943600,25,8.6,630,"NaN"
2,6,1,42,26,1090,-1,113,15472000,37,7.4,6950,"NaN"
2,6,1,42,26,1090,-1,122,-5717,30,8,300,"NaN"
2,6,1,42,26,1090,-1,200,7542300,37,8,770,"NaN"
2,6,1,42,26,1090,-1,270,2853800,37,8,1400,"NaN"
2,6,1,42,26,1090,-1,469,17078000,"NaN","NaN",85,"NaN"
2,6,1,42,26,1090,-1,1213,-5716,37,8,4570,"NaN"
2,6,1,42,26,1090,-1,7,17051000,"NaN","NaN","NaN",340
2,6,1,42,26,1214,-1,6,378960,37,8,1280,"NaN"
2,6,1,42,26,1214,-1,6,3069800,"NaN","NaN",1700,"NaN"
2,6,1,42,26,1214,-1,6,3069800,25,8,240,"NaN"
2,6,1,42,26,1214,-1,6,4968700,"NaN","NaN",1000,"NaN"
2,6,1,42,26,1214,-1,7,2853800,"NaN","NaN",4000,"NaN"
2,6,1,42,26,1214,-1,7,2853800,37,8,1100,"NaN"
2,6,1,42,26,1214,-1,7,10989000,25,8.4,5500,"NaN"
2,6,1,42,26,1214,-1,7,10989000,37,8.3,1520,"NaN"
2,6,1,42,26,1214,-1,8,2853800,37,8,12500,"NaN"
2,6,1,42,26,1214,-1,8,10989000,25,8.4,680,"NaN"
2,6,1,42,26,1214,-1,14,-5718,30,8.4,800,"NaN"
2,6,1,42,26,1214,-1,96,4979700,37,8.2,570,"NaN"
2,6,1,42,26,1214,-1,96,5943600,25,8.6,630,"NaN"
2,6,1,42,26,1214,-1,113,15472000,37,7.4,6950,"NaN"
2,6,1,42,26,1214,-1,122,-5717,30,8,300,"NaN"
2,6,1,42,26,1214,-1,200,7542300,37,8,770,"NaN"
2,6,1,42,26,1214,-1,270,2853800,37,8,1400,"NaN"
2,6,1,42,26,1214,-1,469,17078000,"NaN","NaN",85,"NaN"
2,6,1,42,26,1214,-1,1213,-5716,37,8,4570,"NaN"
2,6,1,42,26,1214,-1,7,17051000,"NaN","NaN","NaN",340
2,6,1,42,26,2199,-1,6,378960,37,8,1280,"NaN"
2,6,1,42,26,2199,-1,6,3069800,"NaN","NaN",1700,"NaN"
2,6,1,42,26,2199,-1,6,3069800,25,8,240,"NaN"
2,6,1,42,26,2199,-1,6,4968700,"NaN","NaN",1000,"NaN"
2,6,1,42,26,2199,-1,7,2853800,"NaN","NaN",4000,"NaN"
2,6,1,42,26,2199,-1,7,2853800,37,8,1100,"NaN"
2,6,1,42,26,2199,-1,7,10989000,25,8.4,5500,"NaN"
2,6,1,42,26,2199,-1,7,10989000,37,8.3,1520,"NaN"
2,6,1,42,26,2199,-1,8,2853800,37,8,12500,"NaN"
2,6,1,42,26,2199,-1,8,10989000,25,8.4,680,"NaN"
2,6,1,42,26,2199,-1,14,-5718,30,8.4,800,"NaN"
2,6,1,42,26,2199,-1,96,4979700,37,8.2,570,"NaN"
2,6,1,42,26,2199,-1,96,5943600,25,8.6,630,"NaN"
2,6,1,42,26,2199,-1,113,15472000,37,7.4,6950,"NaN"
2,6,1,42,26,2199,-1,122,-5717,30,8,300,"NaN"
2,6,1,42,26,2199,-1,200,7542300,37,8,770,"NaN"
2,6,1,42,26,2199,-1,270,2853800,37,8,1400,"NaN"
2,6,1,42,26,2199,-1,469,17078000,"NaN","NaN",85,"NaN"
2,6,1,42,26,2199,-1,1213,-5716,37,8,4570,"NaN"
2,6,1,42,26,2199,-1,7,17051000,"NaN","NaN","NaN",340
2,6,1,42,123,1090,-1,6,378960,37,8,580,"NaN"
2,6,1,42,123,1090,-1,6,3069800,"NaN","NaN",2200,"NaN"
2,6,1,42,123,1090,-1,7,2853800,37,8,6800,"NaN"
2,6,1,42,123,1090,-1,7,10989000,25,8.4,620,"NaN"
2,6,1,42,123,1090,-1,8,-5717,"NaN","NaN",300,"NaN"
2,6,1,42,123,1090,-1,8,2853800,37,8,11100,"NaN"
2,6,1,42,123,1090,-1,8,4968700,37,8.2,750,"NaN"
2,6,1,42,123,1090,-1,8,16195000,37,7.8,1000,"NaN"
2,6,1,42,123,1090,-1,14,-5718,30,8.4,800,"NaN"
2,6,1,42,123,1090,-1,96,4979700,37,8.2,560,"NaN"
2,6,1,42,123,1090,-1,96,5943600,25,8.6,3800,"NaN"
2,6,1,42,123,1090,-1,113,15472000,37,7.4,2500,"NaN"
2,6,1,42,123,1090,-1,122,-5717,30,8,1200,"NaN"
2,6,1,42,123,1090,-1,200,7542300,37,8,250,"NaN"
2,6,1,42,123,1090,-1,270,2853800,37,8,2300,"NaN"
2,6,1,42,123,1090,-1,234,17057000,"NaN","NaN",4860,"NaN"
2,6,1,42,123,1090,-1,1213,-5716,37,8,1820,"NaN"
2,6,1,42,123,1090,-1,9048,239230,"NaN","NaN",790,"NaN"
2,6,1,42,123,1090,-1,6,10989000,25,8,"NaN",78
2,6,1,42,123,1090,-1,7,17051000,"NaN","NaN","NaN",337
2,6,1,42,141,1214,1,6,378960,37,8,560,"NaN"
2,6,1,42,141,1214,1,7,10989000,25,8,610,"NaN"
2,6,1,42,141,1214,1,7,10989000,37,8.3,370,"NaN"
2,6,1,42,141,1214,1,8,8660600,25,8.3,110,"NaN"
2,6,1,42,141,1214,1,14,-5718,30,8.4,400,"NaN"
2,6,1,42,141,1214,1,1213,-5716,37,8,330,"NaN"
2,6,1,42,141,1214,1,1299,-5719,25,7.5,340,"NaN"
2,6,1,42,183,1214,-1,6,378960,37,8,3130,"NaN"
2,6,1,42,183,1214,-1,6,3069800,25,8,2700,"NaN"
2,6,1,42,183,1214,-1,7,2853800,37,8,8300,"NaN"
2,6,1,42,183,1214,-1,7,10989000,25,8.4,2960,"NaN"
2,6,1,42,183,1214,-1,8,2853800,37,8,"1.43E+05","NaN"
2,6,1,42,183,1214,-1,8,4968700,37,8.2,4300,"NaN"
2,6,1,42,183,1214,-1,8,16195000,37,7.8,2100,"NaN"
2,6,1,42,183,1214,-1,96,4979700,37,"NaN",1400,"NaN"
2,6,1,42,183,1214,-1,96,5943600,25,8.6,11000,"NaN"
2,6,1,42,183,1214,-1,113,15472000,37,7.4,1770,"NaN"
2,6,1,42,183,1214,-1,200,7542300,37,8,220,"NaN"
2,6,1,42,183,1214,-1,270,2853800,37,8,3000,"NaN"
2,6,1,42,183,1214,-1,1213,-5716,37,8,6450,"NaN"
2,6,1,42,183,1214,-1,9048,239230,"NaN","NaN",290,"NaN"
2,6,1,42,183,1214,-1,6,10989000,25,8,"NaN",19
2,6,1,42,183,1214,-1,7,17051000,"NaN","NaN","NaN",277
2,6,1,42,233,1090,1,7,10989000,25,8,530,"NaN"
2,6,1,42,233,1090,1,8,8660600,25,8.3,140,"NaN"
2,6,1,42,407,2199,-1,6,378960,37,8,520,"NaN"
2,6,1,42,407,2199,-1,6,3069800,25,8,420,"NaN"
2,6,1,42,407,2199,-1,6,10989000,25,8,2700,48
2,6,1,42,407,2199,-1,7,2853800,37,8,3000,"NaN"
2,6,1,42,407,2199,-1,8,2853800,"NaN","NaN",22200,"NaN"
2,6,1,42,407,2199,-1,8,4968700,37,8.2,840,"NaN"
2,6,1,42,407,2199,-1,8,16195000,37,7.8,1300,"NaN"
2,6,1,42,407,2199,-1,96,4979700,37,8.2,670,"NaN"
2,6,1,42,407,2199,-1,96,5943600,25,8.6,3800,"NaN"
2,6,1,42,407,2199,-1,113,15472000,37,7.4,2850,"NaN"
2,6,1,42,407,2199,-1,200,7542300,37,8,430,"NaN"
2,6,1,42,407,2199,-1,270,2853800,37,8,4200,"NaN"
2,6,1,42,407,2199,-1,469,17078000,"NaN","NaN",340,"NaN"
2,6,1,42,407,2199,-1,1213,-5716,37,8,3030,"NaN"
2,6,1,42,407,2199,-1,9048,239230,"NaN","NaN",900,"NaN"
2,6,1,42,407,2199,-1,7,17051000,"NaN","NaN","NaN",371
2,6,1,42,671,2199,1,7,10989000,25,8,170,"NaN"
2,6,1,42,671,2199,1,7,10989000,37,8.3,90,"NaN"
2,6,1,43,41,2271,1,0,2676600,"NaN",7,400,"NaN"
2,6,1,43,41,2271,1,4,1773900,"NaN","NaN",970,"NaN"
2,6,1,43,41,2271,1,8,3740800,37,6.9,3300,"NaN"
2,6,1,43,41,2271,1,8,3970900,37,7.6,2900,"NaN"
2,6,1,43,41,2271,1,128,7287700,37,7,2500,"NaN"
2,6,1,43,41,2271,1,128,7364800,37,6.9,3700,"NaN"
2,6,1,43,41,2271,1,129,2155000,60,7.2,0.28,"NaN"
2,6,1,43,41,2271,1,350,7061400,37,6.9,1960,"NaN"
2,6,1,43,41,2271,1,1031,13938000,37,7,8000,"NaN"
2,6,1,43,41,2271,1,8939,6486800,37,8,3000,"NaN"
2,6,1,43,41,2271,1,9061,-5723,37,8,1700,"NaN"
2,6,1,43,41,2271,1,9062,-5724,"NaN","NaN",3440,"NaN"
2,6,1,43,2800,2271,1,0,2676600,"NaN",7,60,"NaN"
2,6,1,43,2800,2271,1,4,1773900,"NaN","NaN",220,"NaN"
2,6,1,43,2800,2271,1,8,3740800,37,6.9,280,"NaN"
2,6,1,43,2800,2271,1,8,3970900,37,7.6,250,"NaN"
2,6,1,43,2800,2271,1,128,7287700,37,7,300,"NaN"
2,6,1,43,2800,2271,1,128,7364800,37,6.9,240,"NaN"
2,6,1,43,2800,2271,1,129,2155000,60,7.2,10.5,"NaN"
2,6,1,43,2800,2271,1,345,8564400,65,7,1440,"NaN"
2,6,1,43,2800,2271,1,350,7061400,37,6.9,260,"NaN"
2,6,1,43,2800,2271,1,835,-5723,"NaN","NaN",710,"NaN"
2,6,1,43,2800,2271,1,1031,13938000,37,7,400,"NaN"
2,6,1,43,2800,2271,1,8939,6486800,37,8,120,"NaN"
2,6,1,43,2800,2271,1,9061,3170500,37,8,750,"NaN"
2,6,1,43,2800,2271,1,9062,-5724,"NaN","NaN",1800,"NaN"
2,6,1,44,22,369,1,3,12221000,50,7,51000,"NaN"
2,6,1,44,22,369,1,7,17697000,"NaN",7.4,210,0.36
2,6,1,44,22,369,1,8,6803800,37,8,2500,"NaN"
2,6,1,44,37,369,1,7,17697000,"NaN",7.4,22000,0.33
2,6,1,44,41,369,-1,3,12221000,50,7,"1.49E+05",131
2,6,1,44,41,369,-1,4,629740,37,8.2,1400,"NaN"
2,6,1,44,41,369,-1,7,-5727,37,8,13500,"NaN"
2,6,1,44,41,369,-1,7,10960000,37,8,9100,"NaN"
2,6,1,44,41,369,-1,7,12778000,37,7.4,14900,"NaN"
2,6,1,44,41,369,-1,7,17697000,"NaN",7.4,31000,45
2,6,1,44,41,369,-1,8,629740,"NaN","NaN",2100,"NaN"
2,6,1,44,41,369,-1,8,629740,37,8.2,30000,"NaN"
2,6,1,44,41,369,-1,8,5073700,37,7.5,240,"NaN"
2,6,1,44,41,369,-1,8,6803800,37,8,2900,"NaN"
2,6,1,44,41,369,-1,45,2907900,"NaN","NaN",520,"NaN"
2,6,1,44,41,369,-1,111,6408100,27,7,1600,"NaN"
2,6,1,44,41,369,-1,270,629740,37,8.2,3000,"NaN"
2,6,1,44,41,369,-1,234,12530000,25,7.5,4760,"NaN"
2,6,1,44,41,369,-1,555,15292000,"NaN","NaN",920,"NaN"
2,6,1,44,41,369,-1,2357,12221000,50,7,18000,20
2,6,1,44,41,369,-1,234,11309000,37,7,"1.01E+05","NaN"
2,6,1,44,41,369,-1,234,12530000,25,7.5,3560,"NaN"
2,6,1,44,41,369,-1,9,16227000,37,8,2260,"NaN"
2,6,1,44,41,369,-1,2357,16681000,45,7.5,2600,117
2,6,1,44,48,369,-1,3,12221000,50,7,64000,113
2,6,1,44,48,369,-1,4,629740,37,8,720,"NaN"
2,6,1,44,48,369,-1,4,629740,37,8.2,200,"NaN"
2,6,1,44,48,369,-1,7,-5727,37,8,2500,"NaN"
2,6,1,44,48,369,-1,7,10960000,"NaN","NaN",230,"NaN"
2,6,1,44,48,369,-1,7,10960000,37,8,390,"NaN"
2,6,1,44,48,369,-1,7,12778000,37,7.4,360,"NaN"
2,6,1,44,48,369,-1,8,629740,37,8.2,70,"NaN"
2,6,1,44,48,369,-1,8,6803800,37,8,440,"NaN"
2,6,1,44,48,369,-1,9,3933500,37,8.2,700,"NaN"
2,6,1,44,48,369,-1,270,629740,37,8.2,130,"NaN"
2,6,1,44,48,369,-1,307,629740,37,8.2,100,"NaN"
2,6,1,44,48,369,-1,234,12530000,25,7.5,210,"NaN"
2,6,1,44,48,369,-1,555,15292000,"NaN","NaN",320,"NaN"
2,6,1,44,48,369,-1,2357,12221000,50,7,1600,16
2,6,1,44,48,369,-1,234,12530000,25,7.5,140,"NaN"
2,6,1,44,48,369,-1,9,16227000,37,8,180,"NaN"
2,6,1,44,48,369,-1,7,17697000,"NaN",7.4,"NaN",45
2,6,1,45,37,588,1,459,4429700,30,8,11000,"NaN"
2,6,1,45,37,588,1,234,18236000,"NaN","NaN",1250,"NaN"
2,6,1,45,48,588,-1,15,6407400,30,8.1,4600,"NaN"
2,6,1,45,48,588,-1,111,-5731,27,7,150,"NaN"
2,6,1,45,48,588,-1,459,4750800,30,8,600,"NaN"
2,6,1,45,48,588,-1,1012,2114300,30,7,230,"NaN"
2,6,1,45,48,588,-1,1012,8898900,"NaN","NaN",680,"NaN"
2,6,1,45,48,588,-1,234,18236000,"NaN","NaN",500,"NaN"
2,6,1,45,65,588,-1,15,6407400,30,8.1,500,"NaN"
2,6,1,45,65,588,-1,111,-5731,27,7,2700,"NaN"
2,6,1,45,65,588,-1,459,4750800,"NaN","NaN",390,"NaN"
2,6,1,45,65,588,-1,459,4750800,30,8,710,"NaN"
2,6,1,45,65,588,-1,470,-5732,"NaN","NaN",2400,"NaN"
2,6,1,45,65,588,-1,1012,2114300,"NaN","NaN",4980,"NaN"
2,6,1,45,65,588,-1,1012,8898900,"NaN","NaN",3860,"NaN"
2,6,1,45,65,588,-1,1012,11368000,"NaN",8,280,"NaN"
2,6,1,45,65,588,-1,234,18236000,"NaN","NaN",1530,6.4
2,6,1,45,168,588,1,459,4429700,30,8,630,"NaN"
2,6,1,45,168,588,1,234,18236000,"NaN","NaN",570,"NaN"
2,6,1,46,22,2293,-1,21,15318000,25,7.5,6200,1.39
2,6,1,46,3283,2293,-1,21,15318000,25,7.5,260,"NaN"
2,6,1,48,26,2274,-1,28,3778900,35,7.8,3600,"NaN"
2,6,1,48,26,2274,-1,122,-5738,30,8,8000,"NaN"
2,6,1,48,26,2274,-1,9101,3597400,37,8.2,4700,"NaN"
2,6,1,49,26,2077,-1,95,5829900,37,8.2,480,"NaN"
2,6,1,49,355,2077,-1,95,5829900,37,8.2,41000,"NaN"
2,6,1,51,22,585,-1,4,851430,37,8,1200,"NaN"
2,6,1,51,22,585,-1,8,851430,37,8,1000,"NaN"
2,6,1,51,22,585,-1,8,2691500,30,8,1100,"NaN"
2,6,1,51,22,585,-1,8,10347000,37,7.4,480,"NaN"
2,6,1,51,22,585,-1,44,-5747,15,8.4,210,"NaN"
2,6,1,51,22,585,-1,270,851430,37,8,1700,"NaN"
2,6,1,51,22,585,-1,307,851430,37,8,1600,"NaN"
2,6,1,51,22,585,-1,459,4750800,30,8,38000,"NaN"
2,6,1,51,22,585,-1,3,12221000,50,7,51000,"NaN"
2,6,1,51,41,585,1,44,-5747,15,8.4,2200,"NaN"
2,6,1,51,65,585,-1,4,851430,37,8,18000,"NaN"
2,6,1,51,65,585,-1,8,851430,37,8,16000,"NaN"
2,6,1,51,65,585,-1,44,-5747,"NaN",8.4,8100,"NaN"
2,6,1,51,65,585,-1,270,851430,37,8,8000,"NaN"
2,6,1,51,65,585,-1,307,851430,37,8,10000,"NaN"
2,6,1,51,65,585,-1,459,4750800,30,8,390,"NaN"
2,6,1,51,65,585,-1,3,12221000,50,7,"2.56E+05","NaN"
2,6,1,51,168,585,1,44,-5747,15,8.4,4000,"NaN"
2,6,1,52,25,4173,1,19,16289000,25,8.5,788,"NaN"
2,6,1,52,25,4173,1,111,9881200,25,8.2,150,"NaN"
2,6,1,52,25,4173,1,128,10638000,30,7.5,1200,"NaN"
2,6,1,52,25,4173,1,198,6022900,25,8.2,700,"NaN"
2,6,1,52,25,4173,1,234,9881200,25,8.2,70,"NaN"
2,6,1,52,25,4173,1,234,16289000,25,8.5,5050,"NaN"
2,6,1,52,25,4173,1,3642,16532000,"NaN",7,1000,"NaN"
2,6,1,52,25,4173,1,3642,16532000,"NaN",9,200,"NaN"
2,6,1,52,25,5085,1,19,16289000,25,8.5,788,"NaN"
2,6,1,52,25,5085,1,111,9881200,25,8.2,150,"NaN"
2,6,1,52,25,5085,1,128,10638000,30,7.5,1200,"NaN"
2,6,1,52,25,5085,1,198,6022900,25,8.2,700,"NaN"
2,6,1,52,25,5085,1,234,9881200,25,8.2,70,"NaN"
2,6,1,52,25,5085,1,234,16289000,25,8.5,5050,"NaN"
2,6,1,52,25,5085,1,3642,16532000,"NaN",7,1000,"NaN"
2,6,1,52,25,5085,1,3642,16532000,"NaN",9,200,"NaN"
2,6,1,52,26,4173,-1,19,16289000,25,8.5,43,"NaN"
2,6,1,52,26,4173,-1,128,10638000,30,7.5,800,"NaN"
2,6,1,52,26,4173,-1,234,16289000,25,8.5,65.1,"NaN"
2,6,1,52,26,4173,-1,1987,-5752,35,8,180,"NaN"
2,6,1,52,26,5085,-1,19,16289000,25,8.5,43,"NaN"
2,6,1,52,26,5085,-1,128,10638000,30,7.5,800,"NaN"
2,6,1,52,26,5085,-1,234,16289000,25,8.5,65.1,"NaN"
2,6,1,52,26,5085,-1,1987,-5752,35,8,180,"NaN"
2,6,1,52,1005,4173,-1,19,16289000,25,8.5,36.8,"NaN"
2,6,1,52,1005,4173,-1,234,16289000,25,8.5,225,"NaN"
2,6,1,52,3232,4173,1,19,16289000,25,8.5,58,"NaN"
2,6,1,52,3232,4173,1,111,9881200,25,8.2,3000,"NaN"
2,6,1,52,3232,4173,1,128,-5750,30,7.5,5,"NaN"
2,6,1,52,3232,4173,1,198,6022900,25,8.2,250,"NaN"
2,6,1,52,3232,4173,1,234,9881200,25,8.2,5000,"NaN"
2,6,1,52,3232,4173,1,234,16289000,25,8.5,797,"NaN"
2,6,1,52,3232,4173,1,3642,16532000,"NaN",7,100,"NaN"
2,6,1,52,3232,4173,1,3642,16532000,"NaN",9,90,"NaN"
2,6,1,54,18,1147,1,9121,-5753,37,8,10,"NaN"
2,6,1,54,18,1580,1,9121,-5753,37,8,10,"NaN"
2,6,1,54,26,1580,-1,9121,-5753,37,8,15,"NaN"
2,6,1,54,26,5839,-1,9121,-5753,37,8,15,"NaN"
2,6,1,54,217,1580,1,9121,-5753,37,8,9000,"NaN"
2,6,1,54,217,5839,1,9121,-5753,37,8,9000,"NaN"
2,6,1,54,647,1147,-1,9121,-5753,37,8,4,"NaN"
2,6,1,54,647,1580,-1,9121,-5753,37,8,4,"NaN"
2,6,1,55,26,908,-1,4836,3003500,37,8,11000,"NaN"
2,6,1,55,26,1684,-1,4836,3003500,37,8,11000,"NaN"
2,6,1,55,99,908,-1,4836,3003500,37,8,17000,"NaN"
2,6,1,55,245,1684,-1,4836,3003500,37,8,12000,"NaN"
2,6,1,57,25,694,1,6,352690,37,7.6,280,"NaN"
2,6,1,57,25,734,1,6,352690,37,7.6,280,"NaN"
2,6,1,57,25,3120,1,6,352690,37,7.6,280,"NaN"
2,6,1,57,25,7396,-1,6,352690,37,7.6,280,"NaN"
2,6,1,57,26,694,-1,6,236310,37,7.3,2500,"NaN"
2,6,1,57,26,694,-1,6,352690,37,7.6,230,"NaN"
2,6,1,57,26,694,-1,6,8218300,"NaN","NaN",590,"NaN"
2,6,1,57,26,694,-1,6,8218300,25,8,800,"NaN"
2,6,1,57,26,694,-1,8,3600400,"NaN","NaN",540,"NaN"
2,6,1,57,26,694,-1,109,11213,37,7.5,38000,"NaN"
2,6,1,57,26,694,-1,109,418820,37,7.6,3100,"NaN"
2,6,1,57,26,694,-1,136,8125100,80,7.6,760,225
2,6,1,57,26,694,-1,170,7007300,"NaN","NaN",2080,"NaN"
2,6,1,57,26,694,-1,200,2440900,"NaN",8,150,"NaN"
2,6,1,57,26,694,-1,407,6816700,"NaN","NaN",970,"NaN"
2,6,1,57,26,694,-1,555,8125100,78,7.6,440,"NaN"
2,6,1,57,26,694,-1,684,-5755,37,8.6,5000,"NaN"
2,6,1,57,26,694,-1,1364,8868200,"NaN","NaN",580,"NaN"
2,6,1,57,26,694,-1,988,9058200,25,8,140,"NaN"
2,6,1,57,26,694,-1,6,3299000,37,7.3,"NaN",278
2,6,1,57,26,734,-1,6,236310,37,7.3,2500,"NaN"
2,6,1,57,26,734,-1,6,352690,37,7.6,230,"NaN"
2,6,1,57,26,734,-1,6,8218300,"NaN","NaN",590,"NaN"
2,6,1,57,26,734,-1,6,8218300,25,8,800,"NaN"
2,6,1,57,26,734,-1,8,3600400,"NaN","NaN",540,"NaN"
2,6,1,57,26,734,-1,109,11213,37,7.5,38000,"NaN"
2,6,1,57,26,734,-1,109,418820,37,7.6,3100,"NaN"
2,6,1,57,26,734,-1,136,8125100,80,7.6,760,225
2,6,1,57,26,734,-1,170,7007300,"NaN","NaN",2080,"NaN"
2,6,1,57,26,734,-1,200,2440900,"NaN",8,150,"NaN"
2,6,1,57,26,734,-1,407,6816700,"NaN","NaN",970,"NaN"
2,6,1,57,26,734,-1,555,8125100,78,7.6,440,"NaN"
2,6,1,57,26,734,-1,684,-5755,37,8.6,5000,"NaN"
2,6,1,57,26,734,-1,1364,8868200,"NaN","NaN",580,"NaN"
2,6,1,57,26,734,-1,988,9058200,25,8,140,"NaN"
2,6,1,57,26,734,-1,6,3299000,37,7.3,"NaN",278
2,6,1,57,26,3120,-1,6,236310,37,7.3,2500,"NaN"
2,6,1,57,26,3120,-1,6,352690,37,7.6,230,"NaN"
2,6,1,57,26,3120,-1,6,8218300,"NaN","NaN",590,"NaN"
2,6,1,57,26,3120,-1,6,8218300,25,8,800,"NaN"
2,6,1,57,26,3120,-1,8,3600400,"NaN","NaN",540,"NaN"
2,6,1,57,26,3120,-1,109,11213,37,7.5,38000,"NaN"
2,6,1,57,26,3120,-1,109,418820,37,7.6,3100,"NaN"
2,6,1,57,26,3120,-1,136,8125100,80,7.6,760,225
2,6,1,57,26,3120,-1,170,7007300,"NaN","NaN",2080,"NaN"
2,6,1,57,26,3120,-1,200,2440900,"NaN",8,150,"NaN"
2,6,1,57,26,3120,-1,407,6816700,"NaN","NaN",970,"NaN"
2,6,1,57,26,3120,-1,555,8125100,78,7.6,440,"NaN"
2,6,1,57,26,3120,-1,684,-5755,37,8.6,5000,"NaN"
2,6,1,57,26,3120,-1,1364,8868200,"NaN","NaN",580,"NaN"
2,6,1,57,26,3120,-1,988,9058200,25,8,140,"NaN"
2,6,1,57,26,3120,-1,6,3299000,37,7.3,"NaN",278
2,6,1,57,26,7396,1,6,236310,37,7.3,2500,"NaN"
2,6,1,57,26,7396,1,6,352690,37,7.6,230,"NaN"
2,6,1,57,26,7396,1,6,8218300,"NaN","NaN",590,"NaN"
2,6,1,57,26,7396,1,6,8218300,25,8,800,"NaN"
2,6,1,57,26,7396,1,8,3600400,"NaN","NaN",540,"NaN"
2,6,1,57,26,7396,1,109,11213,37,7.5,38000,"NaN"
2,6,1,57,26,7396,1,109,418820,37,7.6,3100,"NaN"
2,6,1,57,26,7396,1,136,8125100,80,7.6,760,225
2,6,1,57,26,7396,1,170,7007300,"NaN","NaN",2080,"NaN"
2,6,1,57,26,7396,1,200,2440900,"NaN",8,150,"NaN"
2,6,1,57,26,7396,1,407,6816700,"NaN","NaN",970,"NaN"
2,6,1,57,26,7396,1,555,8125100,78,7.6,440,"NaN"
2,6,1,57,26,7396,1,684,-5755,37,8.6,5000,"NaN"
2,6,1,57,26,7396,1,1364,8868200,"NaN","NaN",580,"NaN"
2,6,1,57,26,7396,1,988,9058200,25,8,140,"NaN"
2,6,1,57,26,7396,1,6,3299000,37,7.3,"NaN",278
2,6,1,57,36,1731,-1,6,236310,37,7.3,3130,"NaN"
2,6,1,57,36,1731,-1,6,352690,37,7.6,3800,"NaN"
2,6,1,57,36,1731,-1,170,7007300,"NaN","NaN",120,"NaN"
2,6,1,57,36,1731,-1,200,2440900,"NaN",8,5100,"NaN"
2,6,1,57,36,1731,-1,684,-5755,37,8.6,3300,"NaN"
2,6,1,57,36,1731,-1,6,3299000,37,7.3,"NaN",500
2,6,1,57,49,1731,1,6,352690,"NaN","NaN",5000,"NaN"
2,6,1,57,49,1731,1,6,8218300,25,8,3800,140
2,6,1,57,49,1731,1,200,2440900,"NaN",8,3700,"NaN"
2,6,1,57,49,1731,1,2556,-5754,37,8.5,8400,"NaN"
2,6,1,57,49,1731,1,988,9058200,25,8,1800,"NaN"
2,6,1,57,49,1731,1,6,8639600,25,8,"NaN",290
2,6,1,57,73,7396,1,6,352690,37,7.6,1500,"NaN"
2,6,1,57,73,7396,1,684,-5755,37,8.6,5000,"NaN"
2,6,1,57,79,694,-1,6,236310,37,7.3,330,"NaN"
2,6,1,57,79,694,-1,6,352690,37,7.6,60,"NaN"
2,6,1,57,79,694,-1,6,8218300,25,8,260,250
2,6,1,57,79,694,-1,6,8639600,25,8,1000,1200
2,6,1,57,79,694,-1,8,3600400,37,"NaN",7700,"NaN"
2,6,1,57,79,694,-1,109,11213,37,7.5,9800,"NaN"
2,6,1,57,79,694,-1,109,418820,37,7.6,140,"NaN"
2,6,1,57,79,694,-1,109,7007300,37,7.6,80,"NaN"
2,6,1,57,79,694,-1,136,8125100,80,7.6,1150,253
2,6,1,57,79,694,-1,200,2440900,"NaN",8,170,"NaN"
2,6,1,57,79,694,-1,407,6816700,"NaN","NaN",1330,"NaN"
2,6,1,57,79,694,-1,547,-5757,"NaN","NaN",70,"NaN"
2,6,1,57,79,694,-1,555,8125100,78,7.6,550,"NaN"
2,6,1,57,79,694,-1,684,-5755,37,8.6,440,"NaN"
2,6,1,57,79,694,-1,1364,8868200,"NaN","NaN",430,"NaN"
2,6,1,57,79,694,-1,2556,-5754,37,8.5,1300,"NaN"
2,6,1,57,79,694,-1,6,3299000,37,7.3,"NaN",152
2,6,1,57,82,734,-1,6,236310,37,7.3,620,"NaN"
