"cid","nH","z","dG0","estimated"
"4063","10","-4","-3024.56687781098","1"
"4063","12","-2","-3097.31779731429","1"
"4063","11","-3","-3060.94233756264","1"
"4064","10","-4","-3024.56687781098","1"
"4064","12","-2","-3097.31779731429","1"
"4064","11","-3","-3060.94233756264","1"
"4067","14","0","-736.933463225437","1"
"4076","11","0","-455.03989304322","1"
"4076","10","-1","-436.496291271906","1"
"4076","12","1","-481.958070057225","1"
"4081","13","0","130.568146040984","1"
"4083","13","0","294.671198580954","1"
"4091","8","0","-464.127935916495","1"
"4092","8","-1","-546.047465634033","1"
"4092","9","0","-572.965642648038","1"
"4093","17","-3","-1684.11721457383","1"
"4093","18","-2","-1720.49267432549","1"
"4101","20","0","-2087.6371038696","1"
"4103","53","-1","-1043.65969196339","1"
"4103","54","0","-1070.57786897739","1"
"4104","11","-1","-663.976294045355","1"
"4104","12","0","-690.89447105936","1"
"4105","5","-1","-469.465882476094","1"
"4105","6","0","-496.384059490099","1"
"4106","7","-1","-607.819451722589","1"
"4106","8","0","-634.737628736594","1"
"4110","6","0","-23.93824980205","1"
"4112","7","-1","-524.525513798875","1"
"4112","8","0","-551.44369081288","1"
"4112","6","-2","-497.60733678487","1"
"4115","7","-1","-1330.01952342334","1"
"4115","8","0","-1356.93770043734","1"
"4115","5","-3","-1276.18316939533","1"
"4115","6","-2","-1303.10134640933","1"
"4122","8","-2","-1016.68857863966","1"
"4122","9","-1","-1035.23218041098","1"
"4122","10","0","-1071.60764016263","1"
"4126","8","-2","-1016.68857863966","1"
"4126","9","-1","-1035.23218041098","1"
"4126","10","0","-1071.60764016263","1"
"4131","4","-1","-520.765507836748","1"
"4131","5","0","-547.683684850753","1"
"4137","18","0","-785.358306860155","1"
"4137","19","1","-812.27648387416","1"
"4137","17","-1","-758.440129846149","1"
"4137","16","-2","-739.896528074835","1"
"4145","73","-3","-892.323951418387","1"
"4145","74","-2","-928.69941117004","1"
"4146","65","-3","-1005.43727472631","1"
"4146","66","-2","-1041.81273447796","1"
"4147","22","0","-1574.96849624992","1"
"4164","18","0","-787.461371649207","1"
"4165","30","0","-1220.34937056615","1"
"4166","20","0","-366.776215278251","1"
"4171","7","-1","-773.99312371491","1"
"4171","8","0","-800.911300728915","1"
"4175","9","-3","-2315.25178260265","1"
"4175","10","-2","-2351.6272423543","1"
"4175","8","-4","-2278.87632285099","1"
"4181","7","-1","-627.667343051272","1"
"4181","8","0","-654.585520065277","1"
"4185","7","0","-569.656947322752","1"
"4185","6","-1","-542.738770308746","1"
"4186","7","-1","-1038.39360740863","1"
"4186","8","0","-1065.31178442263","1"
"4186","5","-3","-984.557253380616","1"
"4186","6","-2","-1011.47543039462","1"
"4187","15","-2","-2275.49487260746","1"
"4187","14","-3","-2239.1194128558","1"
"4188","12","-1","-1606.99632686095","1"
"4188","11","-2","-1570.6208671093","1"
"4191","40","-2","-2996.30964624793","1"
"4191","43","1","-3069.77230954221","1"
"4191","41","-1","-3014.85324801925","1"
"4191","42","0","-3033.39684979056","1"
"4197","19","0","-824.143463502927","1"
"4203","13","1","207.661638195176","1"
"4203","12","0","226.20523996649","1"
"4209","7","-1","-846.258300059666","1"
"4209","8","0","-873.176477073671","1"
"4209","9","1","-900.094654087676","1"
"4209","6","-2","-827.714698288352","1"
"4210","15","-1","-712.907777377852","1"
"4210","16","0","-739.825954391857","1"
"4210","17","1","-766.744131405862","1"
"4210","14","-2","-694.364175606538","1"
"4216","57","-3","-1118.55059803423","1"
"4216","58","-2","-1154.92605778588","1"
"4217","41","-3","-1344.77724465007","1"
"4217","42","-2","-1381.15270440173","1"
"4218","82","0","-1588.44550877844","1"
"4219","22","0","-1577.31601500002","1"
"4221","8","0","-464.127935916495","1"
"4223","18","0","-323.50011785752","1"
"4225","7","-1","-974.87998678847","1"
"4225","8","0","-1001.79816380248","1"
"4225","5","-3","-921.04363276046","1"
"4225","6","-2","-947.961809774465","1"
"4226","7","0","-571.953938718912","1"
"4226","6","-1","-545.035761704907","1"
"4227","11","0","-204.206032966466","1"
"4227","12","1","-222.74963473778","1"
"4229","13","-1","-821.396625968431","1"
"4229","12","-2","-785.021166216777","1"
"4234","10","-3","-1974.19825928706","1"
"4234","12","-1","-2037.49189605272","1"
"4234","11","-2","-2001.11643630106","1"
"4236","10","0","-832.815939828021","1"
"4236","9","-1","-805.897762814015","1"
"4236","8","-2","-778.97958580001","1"
"4237","10","0","-647.61837363863","1"
"4237","9","-1","-620.700196624625","1"
"4244","13","0","-349.112604597049","1"
"4245","49","2","-138.371310035637","1"
"4245","50","3","-165.289487049642","1"
"4245","46","-1","-65.9913542363128","1"
"4245","43","-4","-10.3605489223709","1"
"4245","47","0","-84.5349560076268","1"
"4245","48","1","-111.453133021632","1"
"4245","44","-3","-28.9041506936848","1"
"4245","51","4","-192.207664063647","1"
"4245","45","-2","-47.4477524649988","1"
"4259","12","-1","-119.153593635601","1"
"4259","13","0","-146.071770649606","1"
"4265","52","0","-1625.8383107828","1"
"4272","10","0","-697.861617486007","1"
"4272","9","-1","-670.943440472002","1"
"4275","32","0","-1660.13114142334","1"
"4277","22","0","-472.5859353593","1"
"4280","16","1","-1241.79474625396","1"
"4280","15","0","-1223.25114448265","1"
"4281","7","0","-707.044531909376","1"
"4281","6","-1","-680.12635489537","1"
"4282","7","0","-700.062349516954","1"
"4282","6","-1","-673.144172502949","1"
"4287","8","0","-618.464474305917","1"
"4290","21","1","-93.8325716219549","1"
"4290","19","-1","-48.3707928366357","1"
"4290","20","0","-66.9143946079497","1"
"4302","15","-1","-1729.07449660911","1"
"4302","13","-3","-1665.78085984345","1"
"4302","14","-2","-1692.69903685746","1"
"4309","5","-2","-1442.91886842172","1"
"4309","4","-3","-1416.00069140772","1"
"4309","6","-1","-1479.29432817338","1"
"4314","10","0","-253.13675406966","1"
"4316","48","0","-762.021009343015","1"
"4322","7","0","-558.729894067962","1"
"4322","6","-1","-531.811717053957","1"
"4324","5","-1","-1045.36075383527","1"
"4324","3","-3","-991.524399807262","1"
"4324","6","0","-1072.27893084928","1"
"4324","4","-2","-1018.44257682127","1"
"4332","18","0","-652.530156869506","1"
"4348","39","-1","-663.44","0"
"4348","40","0","-687.47","0"
"4349","7","-1","-878.621117675065","1"
"4349","8","0","-905.539294689071","1"
"4354","18","0","-1979.80460783007","1"
"4354","17","-1","-1952.88643081607","1"
"4354","16","-2","-1925.96825380206","1"
"4359","13","-2","-1740.00218037717","1"
"4359","14","-1","-1776.37764012882","1"
"4360","24","0","-2674.33992693754","1"
"4366","7","-1","-783.490043782459","1"
"4366","8","0","-810.408220796464","1"
"4366","5","-3","-729.653689754449","1"
"4366","6","-2","-756.571866768454","1"
"4368","11","0","-391.282367087203","1"
"4368","10","-1","-372.738765315889","1"
"4368","12","1","-418.200544101208","1"
"4371","7","-1","-291.274061702738","1"
"4371","8","0","-318.192238716743","1"
"4371","5","-3","-195.634061702711","1"
"4371","6","-2","-243.454061702724","1"
"4378","13","-1","-1065.10486644073","1"
"4378","14","0","-1101.48032619238","1"
"4378","12","-2","-1040.45703927054","1"
"4382","40","-2","-2996.30964624793","1"
"4382","43","1","-3069.77230954221","1"
"4382","41","-1","-3014.85324801925","1"
"4382","42","0","-3033.39684979056","1"
"4404","11","-1","-917.348987022154","1"
"4404","12","0","-944.267164036159","1"
"4405","44","0","-324.271102186036","1"
"4409","5","-2","-602.398635206966","1"
"4409","8","1","-674.77859100629","1"
"4409","7","0","-647.860413992285","1"
"4409","6","-1","-620.942236978279","1"
"4411","10","-2","-822.255683220741","1"
"4411","11","-1","-849.173860234746","1"
"4411","12","0","-876.092037248751","1"
"4415","18","0","-981.980013384138","1"
"4415","17","-1","-955.061836370133","1"
"4417","32","0","-2235.70553476613","1"
"4431","3","-1","-348.689413506713","1"
"4431","4","0","-375.607590520718","1"
"4433","18","0","-128.536033648694","1"
"4434","5","-1","-1082.16263447682","1"
"4434","3","-3","-1028.32628044881","1"
"4434","6","0","-1109.08081149083","1"
"4434","4","-2","-1055.24445746282","1"
"4435","16","0","81.5459264346172","1"
"4437","13","-2","-1660.86596117142","1"
"4437","12","-3","-1633.94778415742","1"
"4437","14","-1","-1697.24142092308","1"
"4442","8","-3","-1763.14325098209","1"
"4442","10","-1","-1826.43688774775","1"
"4442","9","-2","-1790.0614279961","1"
"4446","10","0","-473.784053583487","1"
"4446","11","1","-500.702230597492","1"
"4446","9","-1","-455.240451812173","1"
"4447","8","-1","-460.790460607489","1"
"4447","9","0","-487.708637621494","1"
"4451","5","-1","-1045.36075383527","1"
"4451","3","-3","-991.524399807262","1"
"4451","6","0","-1072.27893084928","1"
"4451","4","-2","-1018.44257682127","1"
"4454","16","-1","-1789.0793389809","1"
"4454","15","-2","-1770.53573720958","1"
"4454","17","0","-1825.45479873255","1"
"4456","8","-3","-1763.14325098209","1"
"4456","10","-1","-1826.43688774775","1"
"4456","9","-2","-1790.0614279961","1"
"4458","39","-4","-3837.55568213423","1"
"4458","40","-3","-3856.09928390554","1"
"4458","42","-1","-3911.01834542851","1"
"4458","41","-2","-3874.64288567686","1"
"4458","43","0","-3947.39380518017","1"
"4465","142","0","-1601.92252130696","1"
"4468","12","0","-112.049971246444","1"
"4471","7","-1","-872.627343295605","1"
"4471","8","0","-899.54552030961","1"
"4477","8","-8","-4707.05894958358","1"
"4477","9","-7","-4743.43440933523","1"
"4477","12","-4","-4852.5607885902","1"
"4477","11","-5","-4816.18532883854","1"
"4477","10","-6","-4779.80986908689","1"
"4478","13","-2","-2091.1782705632","1"
"4478","12","-3","-2064.26009354919","1"
"4478","14","-1","-2127.55373031485","1"
"4479","10","0","-807.484049071657","1"
"4479","9","-1","-780.565872057652","1"
"4479","8","-2","-753.647695043647","1"
"4480","5","-1","-793.672826245007","1"
"4480","6","0","-820.591003259012","1"
"4480","4","-2","-766.754649231002","1"
"4484","5","-1","-793.672826245007","1"
"4484","6","0","-820.591003259012","1"
"4484","4","-2","-766.754649231002","1"
"4494","12","-6","-4887.3866970454","1"
"4494","11","-7","-4851.01123729375","1"
"4494","13","-5","-4923.76215679706","1"
"4509","81","-3","-779.210628110466","1"
"4509","82","-2","-815.586087862119","1"
"4514","10","0","-253.13675406966","1"
"4516","28","0","-3261.04275000548","1"
"4520","8","-8","-4707.05894958358","1"
"4520","9","-7","-4743.43440933523","1"
"4520","12","-4","-4852.5607885902","1"
"4520","11","-5","-4816.18532883854","1"
"4520","10","-6","-4779.80986908689","1"
"4524","10","0","-1211.88923873942","1"
"4524","9","-1","-1184.97106172542","1"
"4526","40","-2","-2817.46241225728","1"
"4526","43","1","-2890.92507555156","1"
"4526","41","-1","-2836.00601402859","1"
"4526","42","0","-2854.54961579991","1"
"4529","29","-1","-1147.89897575499","1"
"4529","27","-3","-1094.06262172698","1"
"4529","30","0","-1174.817152769","1"
"4529","28","-2","-1120.98079874099","1"
"4534","21","-2","-2416.21453213622","1"
"4534","22","-1","-2452.58999188788","1"
"4535","11","-1","-424.223022332566","1"
"4535","12","0","-451.141199346571","1"
"4546","13","-1","-800.332428489658","1"
"4546","14","0","-827.250605503663","1"
"4547","16","0","-286.818422223226","1"
"4548","13","0","-251.101759465324","1"
"4553","5","-1","-806.249247288515","1"
"4553","6","0","-833.16742430252","1"
"4553","4","-2","-779.331070274509","1"
"4556","8","-2","-977.256929471318","1"
"4556","9","-1","-1013.63238922297","1"
"4558","7","-1","-448.106010675836","1"
"4558","8","0","-475.024187689841","1"
"4559","7","-1","-485.620789217498","1"
"4559","8","0","-512.538966231503","1"
"4561","16","0","-300.073271356281","1"
"4562","16","0","-300.073271356281","1"
"4563","12","-5","-5730.18228422815","1"
"4563","8","-9","-5584.68044522153","1"
"4563","10","-7","-5657.43136472484","1"
"4563","11","-6","-5693.80682447649","1"
"4563","9","-8","-5621.05590497319","1"
"4563","7","-10","-5548.30498546988","1"
"4574","89","-3","-666.097304802544","1"
"4574","90","-2","-702.472764554198","1"
"4575","7","-1","-1036.14668538526","1"
"4575","8","0","-1063.06486239927","1"
"4576","32","0","-3847.74557307342","1"
"4577","29","-1","-12.6031937765369","1"
"4577","30","0","-39.5213707905421","1"
"4579","12","-5","-5730.18228422815","1"
"4579","8","-9","-5584.68044522153","1"
"4579","10","-7","-5657.43136472484","1"
"4579","11","-6","-5693.80682447649","1"
"4579","9","-8","-5621.05590497319","1"
"4579","7","-10","-5548.30498546988","1"
"4582","12","-1","-1615.66192068752","1"
"4582","11","-2","-1579.28646093586","1"
"4583","14","0","-502.758489737175","1"
"4584","4","-1","-295.388677322956","1"
"4584","5","0","-322.306854336961","1"
"4586","16","0","-780.209560646167","1"
"4587","16","0","-780.209560646167","1"
"4590","40","-1","-870.3719491359","1"
"4590","39","-2","-833.996489384247","1"
"4592","10","0","-442.768064116236","1"
"4593","10","0","-1244.48861703547","1"
"4593","7","-3","-1163.73408599345","1"
"4593","9","-1","-1217.57044002146","1"
"4593","8","-2","-1190.65226300746","1"
"4594","29","-1","-114.880370100565","1"
"4594","30","0","-141.79854711457","1"
"4597","24","0","-565.572550398739","1"
"4599","15","0","178.033136856876","1"
"4604","5","-2","-796.959610003792","1"
"4604","7","0","-850.795964031803","1"
"4604","6","-1","-823.877787017797","1"
"4611","27","0","-1771.37635890903","1"
"4617","7","-1","-1212.48385638648","1"
"4617","8","0","-1239.40203340048","1"
"4617","5","-3","-1158.64750235847","1"
"4617","6","-2","-1185.56567937247","1"
"4634","7","-1","-811.507902256572","1"
"4634","8","0","-838.426079270577","1"
"4638","72","-1","-367.598665033845","1"
"4638","71","-2","-331.223205282191","1"
"4639","13","-2","-1337.40432635905","1"
"4639","14","-1","-1373.77978611071","1"
"4641","18","-1","-2033.88227175416","1"
"4641","17","-2","-1997.50681200251","1"
"4642","7","-1","-786.70567981836","1"
"4642","8","0","-813.623856832365","1"
"4642","6","-2","-759.787502804355","1"
"4646","10","-3","-1073.25667543146","1"
"4646","12","-1","-1157.45213518312","1"
"4646","11","-2","-1121.07667543147","1"
"4654","31","-1","-680.852310504962","1"
"4654","32","0","-707.770487518967","1"
"4655","25","-3","-1101.02976815363","1"
"4655","26","-2","-1127.94794516764","1"
"4655","27","-1","-1154.86612218164","1"
"4655","28","0","-1181.78429919565","1"
"4660","39","-4","-3658.70844814358","1"
"4660","40","-3","-3677.25204991489","1"
"4660","42","-1","-3732.17111143786","1"
"4660","41","-2","-3695.7956516862","1"
"4660","43","0","-3768.54657118951","1"
"4663","13","-1","-885.309654572256","1"
"4663","14","0","-903.85325634357","1"
"4663","15","1","-930.771433357576","1"
"4666","10","-1","-1265.62077628373","1"
"4666","9","-2","-1229.24531653208","1"
"4670","10","0","-804.933954932045","1"
"4670","9","-1","-778.01577791804","1"
"4671","31","-1","-680.852310504962","1"
"4671","32","0","-707.770487518967","1"
"4672","27","-1","-29.6359563247635","1"
"4672","28","0","-56.5541333387686","1"
"4673","14","1","-954.146899308434","1"
"4673","13","0","-935.60329753712","1"
"4675","51","-1","-545.669035224179","1"
"4675","52","0","-572.587212238185","1"
"4677","13","-2","-1513.09123112928","1"
"4677","15","0","-1568.01029265225","1"
"4677","14","-1","-1531.6348329006","1"
"4685","31","-1","-433.46961070616","1"
"4685","32","0","-460.387787720165","1"
"4686","31","-1","-426.487428313739","1"
"4686","32","0","-453.405605327744","1"
"4687","11","-1","-1065.66362486357","1"
"4687","12","0","-1092.58180187757","1"
"4691","10","-3","-1913.70167226564","1"
"4691","12","-1","-1976.9953090313","1"
"4691","11","-2","-1940.61984927965","1"
"4695","29","0","-1912.7238503238","1"
"4698","24","0","-1361.9561781303","1"
"4703","18","-1","-2033.88227175416","1"
"4703","17","-2","-1997.50681200251","1"
"4707","29","-1","-595.60789672916","1"
"4707","30","0","-622.526073743165","1"
"4709","39","-4","-3658.70844814358","1"
"4709","40","-3","-3677.25204991489","1"
"4709","42","-1","-3732.17111143786","1"
"4709","41","-2","-3695.7956516862","1"
"4709","43","0","-3768.54657118951","1"
"4713","21","-2","-788.628643147428","1"
"4713","23","0","-849.651930069272","1"
"4713","22","-1","-813.276470317619","1"
"4719","18","0","-537.116385196881","1"
"4720","9","0","-211.675408901619","1"
"4732","16","0","-929.289701323284","1"
"4732","17","1","-947.833303094598","1"
"4733","15","-1","-1655.24545120412","1"
"4733","16","0","-1682.16362821812","1"
"4733","14","-2","-1628.32727419011","1"
"4741","34","0","-751.046584939697","1"
"4741","33","-1","-724.128407925692","1"
"4742","31","-1","-55.8792911972674","1"
"4742","32","0","-82.7974682112725","1"
"4744","9","0","-165.714398357693","1"
"4744","10","1","-184.258000129007","1"
"4751","13","-1","-1726.7854295198","1"
"4751","14","0","-1763.16088927146","1"
"4751","12","-2","-1699.8672525058","1"
"4751","11","-3","-1681.32365073448","1"
"4752","8","-3","-1843.18032642755","1"
"4752","9","-2","-1879.55578617921","1"
