"cid","nH","z","dG0","estimated"
"6155","12","-1","-2219.69630167634","1"
"6155","11","-2","-2183.32084192469","1"
"6156","13","-1","-1609.6650813673","1"
"6156","12","-2","-1591.12147959598","1"
"6156","14","0","-1646.04054111895","1"
"6158","10","0","-734.739825648563","1"
"6159","10","0","-793.090211287197","1"
"6159","9","-1","-766.172034273192","1"
"6160","17","0","-376.466551388373","1"
"6161","19","0","-319.179414091355","1"
"6162","14","0","-242.760734339328","1"
"6165","18","0","-537.715928094198","1"
"6179","15","0","-226.391695338688","1"
"6180","14","0","-110.561068588308","1"
"6181","9","0","-236.182277835618","1"
"6182","15","0","-398.791257914136","1"
"6183","24","0","-656.785237294209","1"
"6184","17","0","-247.609626311186","1"
"6186","16","0","-885.707810649805","1"
"6187","16","-1","-1763.32930628776","1"
"6187","15","-2","-1726.9538465361","1"
"6188","18","-1","-1756.36215986111","1"
"6188","17","-2","-1719.98670010946","1"
"6193","13","-1","-1448.3704702904","1"
"6193","12","-2","-1411.99501053874","1"
"6195","4","0","-140.292101157827","1"
"6196","12","-1","-1195.52870146505","1"
"6196","11","-2","-1159.1532417134","1"
"6199","15","0","75.7835187957476","1"
"6201","10","0","-949.938853121483","1"
"6201","9","-1","-923.020676107478","1"
"6201","8","-2","-896.102499093472","1"
"6202","6","0","-168.733753906761","1"
"6203","7","-1","-401.607121716746","1"
"6203","8","0","-428.525298730752","1"
"6204","7","-1","-536.389341548059","1"
"6204","8","0","-563.307518562064","1"
"6205","10","0","-253.13675406966","1"
"6206","5","-2","-1043.82099379825","1"
"6206","7","0","-1129.32559942593","1"
"6206","6","-1","-1093.16495238226","1"
"6207","7","-1","-591.301092230828","1"
"6207","8","0","-618.219269244833","1"
"6210","7","-1","-436.356928298267","1"
"6210","8","0","-463.275105312272","1"
"6212","14","0","-38.0467234063991","1"
"6213","14","0","166.718010768053","1"
"6215","32","0","-2242.74809101642","1"
"6216","72","0","-4878.65368883095","1"
"6217","62","0","-4217.91665031475","1"
"6218","52","0","-3557.17961179854","1"
"6219","32","0","-2235.70553476613","1"
"6222","13","-2","-1895.72736119977","1"
"6222","14","-1","-1932.10282095143","1"
"6224","8","0","-163.807395603033","1"
"6231","10","0","-419.254744136099","1"
"6231","9","-1","-392.336567122093","1"
"6234","11","0","-708.528207521078","1"
"6234","12","1","-735.446384535083","1"
"6234","10","-1","-681.610030507073","1"
"6234","9","-2","-663.066428735759","1"
"6238","10","-1","-1650.5054619569","1"
"6238","9","-2","-1614.13000220525","1"
"6239","10","-1","-1650.5054619569","1"
"6239","9","-2","-1614.13000220525","1"
"6244","5","0","-196.507594664721","1"
"6248","9","-3","-2303.55368392093","1"
"6248","10","-2","-2339.92914367258","1"
"6255","7","-1","-458.088045279445","1"
"6255","8","0","-485.00622229345","1"
"6257","10","0","-619.506304246444","1"
"6311","13","-2","-1788.44503733695","1"
"6311","14","-1","-1824.82049708861","1"
"6312","12","-1","-1794.20047212177","1"
"6312","11","-2","-1757.82501237011","1"
"6313","11","0","-279.180563898936","1"
"6314","31","-1","-370.930426617661","1"
"6314","32","0","-397.848603631666","1"
"6315","31","-1","-370.930426617661","1"
"6315","32","0","-397.848603631666","1"
"6316","6","0","-583.598061024656","1"
"6317","10","0","-365.481222584387","1"
"6318","7","-1","-1148.29126706899","1"
"6318","8","0","-1175.209444083","1"
"6318","6","-2","-1121.37309005499","1"
"6321","7","-1","-811.507902256572","1"
"6321","8","0","-838.426079270577","1"
"6322","42","0","-298.47042063035","1"
"6323","7","0","337.559246966829","1"
"6324","7","0","132.794512792376","1"
"6325","7","0","-62.6563965710518","1"
"6325","6","-1","-35.7382195570466","1"
"6326","13","-2","-702.99500880797","1"
"6326","15","0","-756.83136283598","1"
"6326","14","-1","-729.913185821975","1"
"6327","16","0","-390.238331216763","1"
"6330","7","0","-14.8983777137105","1"
"6331","9","0","-56.970784638912","1"
"6337","5","-1","-588.95441384645","1"
"6337","6","0","-615.872590860455","1"
"6337","4","-2","-562.036236832445","1"
"6338","7","0","132.794512792376","1"
"6339","9","0","-445.987720315806","1"
"6342","7","0","-71.9702213820763","1"
"6343","7","0","189.866356460742","1"
"6344","9","0","-114.042628307278","1"
"6345","9","0","90.7221058671747","1"
"6346","17","0","-376.466551388373","1"
"6347","17","0","-376.466551388373","1"
"6348","19","0","-319.179414091355","1"
"6349","19","0","-319.179414091355","1"
"6350","17","0","-581.231285562825","1"
"6351","17","0","-581.231285562825","1"
"6352","14","0","-1284.78766874137","1"
"6353","14","0","-1284.78766874137","1"
"6354","10","0","211.205209388634","1"
"6355","10","0","-607.853727309176","1"
"6356","10","0","-403.088993134724","1"
"6358","10","0","-69.4371958359838","1"
"6359","12","0","-62.470049409337","1"
"6360","14","0","-55.5029029826903","1"
"6366","22","1","-38.2260512038869","1"
"6366","23","2","-56.7696529752009","1"
"6366","21","0","-19.6824494325729","1"
"6369","12","-1","-1643.53831553026","1"
"6369","11","-2","-1607.1628557786","1"
"6373","22","0","-1574.96849624992","1"
"6377","13","-1","-1609.6650813673","1"
"6377","12","-2","-1591.12147959598","1"
"6377","14","0","-1646.04054111895","1"
"6381","8","0","-442.997167679695","1"
"6382","7","0","-638.147764298898","1"
"6382","6","-1","-611.229587284893","1"
"6383","8","1","-251.652402958675","1"
"6383","7","0","-233.108801187362","1"
"6384","6","0","-397.464815211398","1"
"6393","7","-1","-342.311588328001","1"
"6393","8","0","-360.855190099315","1"
"6393","9","1","-379.398791870629","1"
"6393","10","2","-406.316968884634","1"
"6400","32","0","-2235.70553476613","1"
"6413","7","0","337.559246966829","1"
"6414","7","0","-62.6563965710518","1"
"6414","6","-1","-35.7382195570466","1"
"6415","7","0","132.794512792376","1"
"6417","11","0","-357.352117335046","1"
"6417","10","-1","-338.808515563732","1"
"6417","12","1","-384.270294349051","1"
"6418","14","1","-377.303147922404","1"
"6418","12","-1","-331.841369137085","1"
"6418","13","0","-350.384970908399","1"
"6419","8","-1","-241.617577687618","1"
"6419","9","0","-260.161179458932","1"
"6419","10","1","-287.079356472937","1"
"6420","11","0","-391.282367087203","1"
"6420","10","-1","-372.738765315889","1"
"6420","12","1","-418.200544101208","1"
"6421","22","0","-1574.96849624992","1"
"6422","22","0","-1574.96849624992","1"
"6423","15","-1","-322.937135710038","1"
"6423","16","0","-349.855312724043","1"
"6424","27","-1","-281.134257150158","1"
"6424","28","0","-308.052434164163","1"
"6425","39","-1","-239.331378590277","1"
"6425","40","0","-266.249555604282","1"
"6426","29","-1","2.46756988383428","1"
"6426","30","0","-24.4506071301709","1"
"6427","29","-1","2.46756988383428","1"
"6427","30","0","-24.4506071301709","1"
"6428","29","-1","186.890690288731","1"
"6428","30","0","159.972513274726","1"
"6429","31","-1","286.069396917826","1"
"6429","32","0","259.151219903821","1"
"6430","8","0","-841.195134670976","1"
"6433","19","0","-975.134281774362","1"
"6433","20","1","-1011.29492881803","1"
"6433","18","-1","-925.790323190344","1"
"6433","17","-2","-901.142496020153","1"
"6435","18","-2","-1330.22028741248","1"
"6435","19","-1","-1379.5642459965","1"
"6435","20","0","-1415.72489304017","1"
"6436","18","-2","-1545.35641419561","1"
"6436","19","-1","-1594.70037277962","1"
"6436","20","0","-1630.86101982329","1"
"6438","34","0","-751.046584939697","1"
"6438","33","-1","-724.128407925692","1"
"6439","29","-1","-553.639580374089","1"
"6439","30","0","-580.557757388094","1"
"6440","8","0","-621.791307056001","1"
"6441","10","-1","-1652.852980707","1"
"6441","9","-2","-1616.47752095535","1"
"6444","13","0","-286.832396105074","1"
"6463","8","0","-603.35139750504","1"
"6464","12","0","-914.231457733719","1"
"6465","12","0","-914.231457733719","1"
"6466","12","0","-914.231457733719","1"
"6467","12","0","-914.231457733719","1"
"6468","12","0","-944.764053882959","1"
"6469","16","-1","-1250.05761477545","1"
"6469","17","0","-1268.60121654676","1"
"6469","18","1","-1295.51939356077","1"
"6470","16","-1","-1011.67946004564","1"
"6470","17","0","-1030.22306181695","1"
"6470","18","1","-1057.14123883096","1"
"6471","12","0","-610.191639069701","1"
"6472","10","0","-1116.64951352379","1"
"6472","9","-1","-1089.73133650979","1"
"6473","10","0","-1106.34095982","1"
"6473","9","-1","-1079.42278280599","1"
"6474","10","0","-697.672800561753","1"
"6475","35","-1","-1011.77625487122","1"
"6475","36","0","-1038.69443188522","1"
"6476","31","-1","-841.287427319617","1"
"6476","32","0","-868.205604333622","1"
"6477","10","0","-1116.64951352379","1"
"6477","9","-1","-1089.73133650979","1"
"6478","10","0","-697.672800561753","1"
"6485","10","0","-478.268972946778","1"
"6516","21","0","-466.65701096879","1"
"6517","19","0","-523.944148265808","1"
"6518","21","0","-466.65701096879","1"
"6519","19","0","-523.944148265808","1"
"6520","21","0","-466.65701096879","1"
"6521","24","0","-311.986112143311","1"
"6523","17","0","-284.54178762467","1"
"6524","12","0","-89.3431376158099","1"
"6525","9","0","103.264736621305","1"
"6533","21","0","-111.455157080116","1"
"6536","14","0","46.5648066608867","1"
"6537","10","0","146.251574215903","1"
"6538","12","0","203.53871151292","1"
"6546","17","0","-284.348521714122","1"
"6546","18","1","-302.892123485435","1"
"6547","4","0","73.7779056111951","1"
"6548","4","0","-115.971622035803","1"
"6554","3","0","-393.994202523131","1"
"6555","5","0","-404.732274382269","1"
"6561","12","0","-508.675020680081","1"
"6562","14","0","-960.033537914724","1"
"6572","75","0","-1976.46886279056","1"
"6572","74","-1","-1957.92526101924","1"
"6572","76","1","-2003.38703980456","1"
"6575","14","0","112.547788330604","1"
"6576","14","0","-43.1773924920004","1"
"6577","12","0","6.09247930819046","1"
"6578","11","-1","-218.67727126807","1"
"6578","12","0","-245.595448282075","1"
"6579","13","-1","-740.49934594895","1"
"6579","14","0","-767.417522962955","1"
"6580","11","-1","-628.206739616975","1"
"6580","12","0","-655.12491663098","1"
"6581","10","-2","-755.447758105707","1"
"6581","11","-1","-782.365935119712","1"
"6581","12","0","-809.284112133717","1"
"6582","11","-1","-424.223022332566","1"
"6582","12","0","-451.141199346571","1"
"6588","10","0","318.487533251454","1"
"6589","12","0","-266.766820154887","1"
"6593","11","0","-398.732664257108","1"
"6603","5","-1","-435.52991345786","1"
"6603","6","0","-462.448090471865","1"
"6616","65","0","-1491.31474533216","1"
"6625","39","0","-341.872080435016","1"
"6628","15","0","-867.90681420564","1"
"6629","15","0","-663.142080031187","1"
"6630","50","0","-1242.59028956537","1"
"6633","65","0","-1312.4675113415","1"
"6635","38","0","-869.738162971778","1"
"6653","67","0","-1255.18037404449","1"
"6655","18","0","-783.557919972562","1"
"6655","19","1","-810.476096986567","1"
"6655","17","-1","-756.639742958557","1"
"6655","16","-2","-738.096141187243","1"
"6656","15","-1","-321.961447280286","1"
"6656","16","0","-340.5050490516","1"
"6656","17","1","-367.423226065605","1"
"6657","15","-1","-479.487014990482","1"
"6657","16","0","-498.030616761796","1"
"6657","17","1","-524.948793775802","1"
"6658","13","-1","-433.954662522185","1"
"6658","14","0","-452.498264293499","1"
"6658","15","1","-479.416441307504","1"
"6672","7","-1","-540.981101360457","1"
"6672","8","0","-567.899278374462","1"
"6680","5","-1","-793.719148020903","1"
"6680","6","0","-820.637325034908","1"
"6680","4","-2","-766.800971006897","1"
"6682","6","0","-67.6938620928834","1"
"6682","7","1","-86.2374638641974","1"
"6684","90","0","415.281372216572","1"
"6685","23","0","-603.600856620596","1"
"6695","5","0","-83.7352382755057","1"
"6711","10","0","127.386996591086","1"
"6712","8","0","415.034843536613","1"
"6714","45","-1","-639.761482043824","1"
"6714","46","0","-666.679659057829","1"
"6715","43","-1","-596.485384623093","1"
"6715","44","0","-623.403561637098","1"
"6719","8","0","-460.156703798077","1"
"6720","10","0","-817.066207470318","1"
"6720","9","-1","-790.148030456313","1"
"6723","43","-1","-396.991500557825","1"
"6723","44","0","-423.909677571831","1"
"6725","9","0","-318.80736248173","1"
"6726","11","0","-488.060127241008","1"
"6727","12","0","-435.800917689589","1"
"6728","10","0","-260.076032632154","1"
"6729","10","0","-817.066207470318","1"
"6729","9","-1","-790.148030456313","1"
"6730","8","0","-267.043179058801","1"
"6731","10","0","-817.066207470318","1"
"6731","9","-1","-790.148030456313","1"
"6732","10","0","-50.9101865017426","1"
"6732","11","1","-77.8283635157478","1"
"6732","9","-1","-32.3665847304287","1"
"6733","42","0","368.805474167453","1"
"6734","30","0","120.538578429294","1"
"6735","6","1","-149.88303226354","1"
"6735","5","0","-131.339430492226","1"
"6736","60","0","-16.9964159726241","1"
"6737","60","0","-16.9964159726241","1"
"6738","7","-1","-294.324797853927","1"
"6738","8","0","-321.242974867932","1"
"6739","18","0","-981.980013384138","1"
"6739","17","-1","-955.061836370133","1"
"6748","9","0","-19.7173619307587","1"
"6748","10","1","-38.2609637020727","1"
"6749","44","0","-589.129217849882","1"
"6751","16","1","-430.659146559273","1"
"6751","15","0","-403.740969545268","1"
"6751","14","-1","-385.197367773954","1"
"6756","10","0","100.413882364903","1"
"6757","10","0","-55.3112984577013","1"
"6758","8","0","-6.0414266575105","1"
"6760","7","-1","-435.529589632328","1"
"6760","8","0","-462.447766646333","1"
"6761","7","-1","-365.876485076996","1"
"6761","8","0","-392.794662091002","1"
"6762","10","0","-635.564643577","1"
"6762","9","-1","-608.646466562995","1"
"6763","13","0","-1047.45981266622","1"
"6771","15","0","-355.661387032315","1"
"6772","11","0","-376.263063187232","1"
"6773","15","-1","-1132.74769109124","1"
"6773","16","0","-1159.66586810525","1"
"6774","18","0","-1102.37873080823","1"
"6774","17","-1","-1075.46055379422","1"
"6775","15","-1","-927.98295691679","1"
"6775","16","0","-954.901133930795","1"
"6802","43","0","-2803.77946449764","1"
"6810","11","0","-269.453445574679","1"
"6814","10","-1","-1624.99220400486","1"
"6814","9","-2","-1588.61674425321","1"
"6824","23","0","513.449040971465","1"
"6831","10","0","-147.561940661619","1"
"6838","72","0","-1304.0639074047","1"
"6843","27","-1","-147.399384962737","1"
"6843","28","0","-174.317561976742","1"
"6847","34","0","282.407159124904","1"
"6849","29","0","-599.857862441579","1"
"6852","31","0","-352.488604434784","1"
"6853","31","0","-477.781226248628","1"
"6868","12","0","503.132132579199","1"
"6870","27","2","-971.369786755461","1"
"6870","24","-1","-898.989830956137","1"
"6870","25","0","-917.533432727451","1"
"6870","23","-2","-880.446229184823","1"
"6870","26","1","-944.451609741456","1"
"6872","35","-1","-931.618424730401","1"
"6872","36","0","-958.536601744407","1"
"6874","24","0","-346.465834760704","1"
"6875","26","0","-11.1060676595392","1"
"6891","8","0","-756.785979480905","1"
"6892","10","0","-948.815392109801","1"
"6892","9","-1","-921.897215095796","1"
"6893","8","-3","-1763.14325098209","1"
"6893","10","-1","-1826.43688774775","1"
"6893","9","-2","-1790.0614279961","1"
"6912","69","0","-1376.74047073812","1"
"6930","22","0","492.979096312603","1"
"6931","21","0","655.793200349583","1"
"6932","25","0","-580.34367074826","1"
"6935","21","0","432.516651232653","1"
"6943","22","0","499.450012750425","1"
"6951","35","0","-1017.36446645608","1"
"6953","12","0","-169.592567985687","1"
"6954","19","0","185.399835073082","1"
"6961","27","0","55.5867840012555","1"
"6963","29","0","-738.591577990206","1"
"6965","29","0","336.7857591285","1"
"6967","23","0","-301.036217323688","1"
"6970","25","0","-256.339895181578","1"
"6971","21","0","429.26178199173","1"
"6977","27","-1","-699.747637670573","1"
"6977","28","0","-726.665814684578","1"
"6978","28","0","-123.422035488549","1"
"6980","25","0","-471.881468677848","1"
"6984","24","0","-383.292998126609","1"
"6999","39","0","-297.761025120271","1"
"6999","38","-1","-270.842848106266","1"
"7024","10","-4","-2484.65598623748","1"
"7024","12","-2","-2545.67927315933","1"
"7024","11","-3","-2509.30381340767","1"
"7025","10","-2","-752.80919232501","1"
"7025","11","-1","-777.457019495201","1"
"7025","12","0","-813.832479246855","1"
"7026","13","-2","-876.101025246502","1"
"7026","16","1","-955.66791393966","1"
"7026","15","0","-919.292454188006","1"
"7026","14","-1","-894.644627017816","1"
"7036","22","0","-234.042373068065","1"
"7036","23","1","-252.585974839379","1"
"7044","4","0","-404.431961638044","1"
"7049","24","0","668.8097233013","1"
"7053","21","0","-431.598681708375","1"
"7054","8","1","-14.9942213650098","1"
"7054","7","0","3.54938040630416","1"
"7056","17","0","-443.732587674076","1"
"7063","24","0","-254.097363603658","1"
"7064","22","0","-1575.22","0"
"7083","8","0","245.722072745872","1"
"7084","10","0","-339.532280660468","1"
"7085","8","0","-163.807395603033","1"
"7086","7","-1","-181.771623881923","1"
"7086","8","0","-208.689800895928","1"
"7087","7","-1","-333.121144842499","1"
"7087","8","0","-360.039321856504","1"
"7090","4","0","-13.4072770813666","1"
"7091","5","-1","-372.843631503643","1"
"7091","6","0","-399.761808517648","1"
"7103","4","0","-30.1646974744318","1"
"7108","29","0","591.219644722271","1"
"7111","10","0","149.453435716751","1"
"7112","10","0","-8.0721319934456","1"
"7113","8","0","35.2039654272848","1"
"7114","7","-1","-289.053947744742","1"
"7114","8","0","-315.972124758747","1"
"7118","42","0","-110.16052034301","1"
"7123","10","0","-456.307958885625","1"
"7123","9","-1","-429.38978187162","1"
"7126","10","0","-125.956396235585","1"
"7127","25","0","-147.521223437955","1"
"7128","21","0","-291.583156983603","1"
"7129","19","0","-448.819171309059","1"
"7130","8","0","2.85374564937076","1"
"7144","17","0","-443.732587674076","1"
"7146","14","1","-217.582875198726","1"
"7146","13","0","-199.039273427412","1"
"7147","12","0","128.697124429237","1"
"7149","15","0","-298.467979965994","1"
"7149","14","-1","-271.549802951989","1"
"7151","11","0","46.4437377178198","1"
"7151","12","1","27.9001359465059","1"
"7153","25","0","-442.66036982752","1"
"7155","11","0","-182.112876520601","1"
"7155","12","1","-200.656478291915","1"
"7159","13","-1","-439.589248832671","1"
"7159","14","0","-466.507425846676","1"
"7160","48","0","-260.695821430939","1"
"7163","27","0","368.448401365148","1"
"7164","15","0","116.35530195838","1"
"7166","18","0","-78.848782009939","1"
"7166","19","1","-97.392383781253","1"
"7166","20","2","-115.935985552567","1"
"7171","31","0","-531.675941297562","1"
"7180","21","0","599.558082113305","1"
"7182","11","0","-491.979488033555","1"
"7182","12","1","-510.523089804869","1"
"7185","15","-1","-324.737522597631","1"
"7185","16","0","-351.655699611636","1"
"7187","27","0","-444.904153269656","1"
"7189","8","0","-120.521215395319","1"
"7194","14","1","-628.051861910644","1"
"7194","12","-1","-582.590083125325","1"
"7194","13","0","-601.133684896639","1"
"7196","19","0","-421.443122306097","1"
"7202","25","0","-266.184466874898","1"
"7205","14","0","242.080067575965","1"
"7207","13","0","-341.562935246653","1"
"7208","10","0","100.413882364903","1"
"7209","8","0","-6.0414266575105","1"
"7211","7","-1","-230.811177233771","1"
"7211","8","0","-257.729354247776","1"
"7212","10","0","100.413882364903","1"
"7213","10","0","-55.3112984577013","1"
"7214","8","0","-6.0414266575105","1"
"7215","7","-1","-230.811177233771","1"
"7215","8","0","-257.729354247776","1"
"7216","10","0","-55.3112984577013","1"
"7218","21","0","265.12986662395","1"
"7220","17","0","-26.2989753453991","1"
"7220","18","1","-44.8425771167131","1"
"7230","24","0","43.4958057004037","1"
"7239","21","0","-260.76419728608","1"
"7241","37","0","-308.631828937546","1"
"7263","14","0","239.567445837935","1"
"7272","3","0","-74.6194338298803","1"
"7273","5","0","-216.963593207998","1"
"7274","21","0","344.08933042059","1"
"7275","7","0","-238.181524180496","1"
"7276","18","0","-647.357364724997","1"
"7283","32","0","-2235.70553476613","1"
"7285","20","0","-1433.62100483516","1"
"7287","14","0","-27.6839552261433","1"
"7288","16","0","-70.9600526468737","1"
"7296","66","0","-93.7076975579099","1"
"7297","70","0","-188.856115455029","1"
"7301","9","0","-171.064771986922","1"
"7302","46","0","-505.678948815628","1"
"7303","46","0","-505.678948815628","1"
"7304","33","0","-1318.27219612031","1"
"7307","33","0","-1318.27219612031","1"
"7312","12","0","-284.456942315892","1"
"7325","19","0","242.123631250133","1"
"7326","12","0","-765.916819892305","1"
"7327","5","0","47.9447481959978","1"
"7328","12","0","-170.139083101501","1"
"7329","10","0","-120.86921130131","1"
"7330","8","0","-40.7912332390306","1"
"7332","18","0","-275.848264552326","1"
"7335","7","-1","-1500.65774088647","1"
"7335","8","0","-1537.03320063813","1"
"7335","5","-3","-1455.19596210116","1"
"7335","6","-2","-1473.73956387247","1"
"7343","74","0","-225.165066449112","1"
"7350","14","0","-559.989184703725","1"
"7354","31","-1","-397.827979312361","1"
"7354","32","0","-424.746156326366","1"
"7355","34","0","-509.990570102168","1"
"7355","33","-1","-483.072393088162","1"
"7357","29","-1","-312.583565536559","1"
"7357","30","0","-339.501742550564","1"
"7363","24","0","-195.237508190102","1"
"7371","14","0","-121.651314524887","1"
"7373","48","0","-518.831490249555","1"
"7375","21","1","-75.57196785342","1"
"7375","20","0","-57.0283660821061","1"
"7378","29","0","-510.458010325064","1"
"7381","27","0","-90.2599699365428","1"
"7383","26","0","-190.571670106247","1"
"7383","27","1","-209.115271877561","1"
"7398","29","-1","-367.630227418118","1"
"7398","30","0","-394.548404432123","1"
"7401","22","1","83.0158603148712","1"
"7401","21","0","101.559462086185","1"
"7402","19","0","-123.463508277787","1"
"7406","29","0","171.595679899431","1"
"7407","21","0","8.44561997245914","1"
"7408","21","0","365.657020829327","1"
"7410","13","0","-33.9341687280994","1"
"7411","11","0","133.108160814225","1"
"7412","28","0","668.866494308296","1"
"7416","29","0","-562.876557349265","1"
"7417","15","0","-307.639530479348","1"
"7418","11","0","-338.739824095936","1"
"7418","12","1","-365.658001109941","1"
"7418","10","-1","-290.919824095922","1"
"7418","9","-2","-272.376222324608","1"
"7420","24","0","61.094819690938","1"
"7420","25","1","42.551217919624","1"
"7420","26","2","24.00761614831","1"
"7422","18","0","-132.251150563128","1"
"7424","18","0","-65.3549633505667","1"
"7430","13","1","94.3086274227966","1"
"7430","12","0","112.852229194111","1"
"7432","15","0","164.464416927829","1"
"7434","12","0","17.6818945792268","1"
"7437","11","0","328.591144267062","1"
"7438","16","1","139.62084305094","1"
"7438","15","0","158.164444822254","1"
"7440","20","0","816.008668215404","1"
"7441","13","0","-251.101759465324","1"
"7443","12","0","68.6007139823135","1"
"7445","20","0","-77.111694502029","1"
"7446","4","-1","-176.825002380263","1"
"7446","5","0","-203.743179394268","1"
"7450","16","0","172.83307882057","1"
"7453","13","0","-298.34092592958","1"
"7454","11","0","38.9083699037041","1"
"7454","12","1","20.3647681323901","1"
"7463","41","0","60.3822114924081","1"
"7468","19","-1","150.409098444696","1"
"7468","20","0","123.490921430691","1"
"7474","16","0","-145.677419849592","1"
"7475","27","0","-24.8207238375532","1"
"7478","7","-1","-687.217517222593","1"
"7478","8","0","-714.135694236599","1"
"7478","6","-2","-660.299340208588","1"
"7479","7","-1","-718.852962150621","1"
"7479","8","0","-745.771139164626","1"
"7479","6","-2","-691.934785136616","1"
"7480","8","0","-54.218098018995","1"
"7481","10","0","14.0587748056659","1"
"7489","15","0","-56.9903511260664","1"
"7492","12","0","500.121182305195","1"
"7493","14","0","212.473335359667","1"
"7495","14","0","64.1586975182535","1"
"7499","14","0","-169.484521939483","1"
"7500","11","0","-252.315946991686","1"
"7500","10","-1","-233.772345220372","1"
"7500","12","1","-279.234124005691","1"
"7501","14","0","-368.24117178232","1"
"7505","11","0","-211.773664114918","1"
"7508","21","0","672.409106487432","1"
"7513","17","0","-289.229733007829","1"
"7513","18","1","-307.773334779143","1"
"7514","14","1","144.707426685923","1"
"7514","13","0","163.251028457237","1"
"7521","19","0","-155.353531303831","1"
"7521","18","-1","-107.533531303817","1"
"7522","16","0","-35.9521235012682","1"
"7523","18","0","-80.0830398781477","1"
"7526","24","0","-96.956946154317","1"
"7527","11","0","-202.057476188849","1"
"7527","12","1","-220.601077960163","1"
"7533","19","0","-337.40589702521","1"
"7536","18","0","-132.251150563128","1"
"7538","21","0","468.68340289725","1"
"7539","17","0","201.616418413376","1"
"7558","20","-1","-247.934654429613","1"
"7558","21","0","-295.754654429627","1"
"7560","14","0","304.84158365629","1"
"7564","24","0","120.896681374322","1"
"7569","10","0","-42.8901462255496","1"
"7569","9","-1","4.92985377446399","1"
"7575","25","0","-406.120135973725","1"
"7577","15","0","-314.21161900885","1"
"7578","30","0","-404.223507320722","1"
"7580","26","0","-92.5217351715683","1"
"7581","4","0","373.300550751749","1"
"7582","11","-1","-213.624837191788","1"
"7582","12","0","-240.543014205793","1"
"7584","10","0","391.411644784961","1"
"7594","28","0","-422.775841234922","1"
"7598","5","-1","-651.21768520301","1"
"7598","2","-4","-528.659508188977","1"
"7598","4","-2","-624.299508189004","1"
"7598","6","0","-678.135862217015","1"
"7598","3","-3","-576.479508188991","1"
"7599","4","0","-76.6281563315852","1"
"7610","22","0","-1166.1666014989","1"
"7611","16","0","-263.916345561608","1"
"7615","11","0","-201.748101572355","1"
"7615","10","-1","-153.928101572341","1"
"7616","18","0","137.435091418519","1"
"7616","19","1","118.891489647205","1"
"7616","20","2","100.347887875891","1"
"7617","16","0","-97.3990712764827","1"
"7617","17","1","-115.942673047797","1"
"7620","20","0","22.0717120360022","1"
"7621","21","-1","-168.981209639723","1"
"7621","22","0","-195.899386653728","1"
"7624","19","0","-131.965225753861","1"
"7624","20","1","-156.613052924052","1"
"7627","22","1","118.932633689232","1"
"7627","21","0","137.476235460546","1"
"7642","12","0","-99.4273928577133","1"
"7648","4","-1","200.748807313928","1"
"7648","5","0","152.928807313914","1"
"7651","13","-1","29.2713013868083","1"
"7651","14","0","10.7276996154943","1"
"7651","15","1","-37.0923003845193","1"
"7655","23","0","-1254.86067485205","1"
"7656","43","0","-1360.25700821167","1"
"7656","45","2","-1397.3442117543","1"
"7656","44","1","-1378.80060998299","1"
"7656","46","3","-1415.88781352561","1"
"7657","41","0","-1209.13027955354","1"
"7657","44","3","-1264.76108486748","1"
"7657","43","2","-1246.21748309617","1"
"7657","42","1","-1227.67388132485","1"
"7665","10","0","142.693360849724","1"
"7665","9","-1","190.513360849738","1"
"7667","30","0","-1069.00455381346","1"
"7672","8","1","-94.5638481055111","1"
"7672","9","2","-113.107449876825","1"
"7672","7","0","-76.0202463341972","1"
"7673","16","1","48.4759622102739","1"
"7673","15","0","67.0195639815879","1"
"7674","16","1","-120.558135324429","1"
"7674","15","0","-102.014533553115","1"
"7704","34","0","-689.503598186993","1"
"7704","33","-1","-662.585421172988","1"
"7708","17","0","-896.721577617816","1"
"7709","34","0","-638.135844364351","1"
"7710","29","-1","349.173304021272","1"
"7710","30","0","322.255127007267","1"
"7715","10","0","275.7016344325","1"
"7717","10","0","-133.827833916405","1"
"7718","10","0","-217.835726291776","1"
"7718","9","-1","-190.917549277771","1"
"7719","8","0","-30.3781173029153","1"
"7720","8","0","-86.615135529753","1"
"7723","8","0","210.270109362161","1"
"7724","10","0","-133.827833916405","1"
"7725","10","0","-217.835726291776","1"
"7725","9","-1","-190.917549277771","1"
"7726","8","0","-30.3781173029153","1"
"7727","8","0","61.6995023116609","1"
"7728","8","0","30.1875921624322","1"
"7731","10","0","-492.038595525375","1"
"7731","9","-1","-465.12041851137","1"
"7734","10","0","-695.858463417739","1"
"7734","9","-1","-668.940286403734","1"
"7750","31","0","246.114073728998","1"
"7774","22","0","302.086259782841","1"
"7785","26","0","277.770530174091","1"
"7789","23","0","36.0132848804958","1"
"7789","22","-1","62.9314618945009","1"
"7807","20","0","-429.938256954105","1"
"7819","14","0","-285.257680873842","1"
"7826","14","0","-42.9496599606539","1"
"7827","16","0","-139.218296989775","1"
"7829","14","0","372.8576986851","1"
"7834","12","0","408.630781343428","1"
"7836","13","-2","-1906.03591490357","1"
"7836","14","-1","-1942.41137465522","1"
"7837","6","0","68.842742743923","1"
"7838","13","-2","-1906.03591490357","1"
"7838","14","-1","-1942.41137465522","1"
"7839","12","0","270.897327294888","1"
"7840","13","-2","-573.194698620716","1"
