cid, nH, z, dG0
10245, 22, 0, -1062.12973533347
10246, 16, 0, -180.465262945019
10247, 16, 0, -224.585239121593
10248, 24, 0, -443.428024310098
10250, 28, 0, -224.205603553267
10253, 14, 0, -281.87237641861
10254, 14, 0, -77.1076422441579
10255, 14, 0, -281.87237641861
10256, 18, 0, -372.062835999028
10257, 14, 0, -302.523361766338
10259, 22, 0, -159.535216744963
10261, 14, 0, -302.523361766338
10262, 12, 0, -188.962942817286
10264, 21, -1, -243.799787739141
10264, 22, 0, -270.717964753146
10265, 16, 0, -180.465262945019
10266, 24, 0, -1004.84259803645
10267, 16, 0, -245.23622446932
10268, 13, -1, -450.405108768033
10268, 14, 0, -477.323285782038
10269, 14, 0, -77.1076422441579
10271, 18, 0, -167.298101824575
10272, 16, 0, -245.23622446932
10273, 12, 0, -401.392696817261
10274, 14, 0, -336.440539694721
10275, 22, 0, -857.365001159014
10276, 14, 0, 65.4239088286614
10281, 22, 0, -13.033872288085
10283, 20, 0, -337.318926861189
10285, 20, 0, -132.554192686736
10287, 16, 0, -82.0536880487735
10288, 24, 0, -1004.84259803645
10289, 22, 0, -571.779226240835
10291, 10, 0, 180.907790616342
10292, 16, 0, -110.422901129527
10293, 22, 0, -159.653735180832
10294, 10, 0, -74.1769344284816
10297, 8, 0, -81.1440808551284
10298, 38, 0, -159.91307062023
10300, 10, 0, -44.6507849269928
10303, 24, 0, -1078.90872005141
10305, 22, 0, -917.156629937981
10307, 32, 0, -1577.89366845419
10308, 18, 0, 112.466633609087
10310, 10, 0, 301.446404696452
10312, 8, 0, 123.620653319324
10313, 28, 0, -964.33444545737
10314, 12, 0, -57.7849627099911
10315, 10, 0, 81.5482463941226
10316, 20, 0, -579.188792122083
10317, 22, 0, -418.785466241352
10318, 56, 0, 494.529322287168
10320, 34, 0, -173.847363473523
10323, 12, 0, 26.958073440749
10325, 14, 0, 449.664988502928
10327, 10, 0, 130.587799745971
10329, 10, 0, 81.5482463941226
10331, 8, 0, -56.9228783293887
10332, 14, 0, 163.446016989783
10335, 8, 0, -2.57837800179125
10338, 20, 0, -264.977907063902
10342, 26, 0, -80.4658168566977
10343, 10, 0, -123.21648778033
10345, 20, 0, -783.953526296536
10346, 20, 0, -628.228345473931
10349, 18, 0, -644.953553631864
10351, 20, 0, 351.787129964015
10352, 14, 0, -39.7121394599145
10354, 10, 0, 335.352533920423
10355, 12, 0, 46.3126358828613
10356, 15, 0, -205.110578609373
10358, 14, 0, 100.013738264323
10360, 18, 0, -59.1427178242571
10365, 18, 0, -490.884712584091
10366, 14, 0, 308.332533053936
10368, 6, 0, 180.826484372403
10369, 10, 0, -74.1769344284816
10370, 12, 0, -16.889797131464
10371, 16, 0, 271.507903736951
10373, 28, 0, -23.17867955968
10374, 8, 0, 102.583200700999
10376, 10, 0, -123.21648778033
10379, 10, 0, -123.21648778033
10381, 22, 0, -726.666388999518
10382, 32, 0, -1387.40342751572
10384, 22, 0, -726.666388999518
10385, 80, 0, 1186.30013671998
10387, 8, 0, 138.754077447201
10389, 12, 0, 238.673806656094
10390, 16, 0, 76.3508973294316
10394, 7, -1, -454.441547379004
10394, 8, 0, -481.359724393009
10395, 8, 0, -81.1440808551284
10397, 10, 0, -23.8569435581107
10398, 8, 0, 75.3217987217408
10399, 30, 0, -66.5315240034042
10401, 7, -1, -249.676813204551
10401, 8, 0, -276.594990218556
10402, 10, 0, 81.5482463941226
10404, 37, -1, -2064.14196517683
10404, 38, 0, -2091.06014219083
10404, 36, -2, -2037.22378816282
10405, 10, 0, 491.077714743028
10406, 10, 0, -686.028085798689
10407, 14, 0, -312.766491582966
10415, 12, 0, -672.385690969196
10416, 30, 0, -1715.36451703136
10418, 20, 0, -403.547186838671
10419, 14, 0, -615.098553672179
10421, 20, 0, -629.220082639845
10425, 28, 0, -565.146312683772
10426, 14, 0, -406.420811723995
10427, 16, 0, -553.89840860143
10428, 12, 0, 94.1873990417647
10429, 14, 0, -472.832895549581
10430, 16, 0, -200.767794713105
10431, 18, 0, -1186.74474755859
10431, 17, -1, -1159.82657054459
10432, 18, 0, -1554.18841813262
10432, 17, -1, -1527.27024111861
10433, 18, 0, -1196.99083999811
10434, 15, -1, -1347.41130319883
10434, 16, 0, -1374.32948021284
10435, 12, 0, -336.379521925465
10436, 24, 0, -137.175586413518
10437, 18, 0, -1616.43703499249
10437, 17, -1, -1589.51885797848
10437, 16, -2, -1562.60068096448
10438, 7, -1, -89.5600636794743
10438, 8, 0, -116.47824069348
10439, 44, 0, -1769.40483650704
10441, 18, 0, -1497.73832179958
10441, 17, -1, -1470.82014478558
10443, 20, 0, -358.435336251574
10444, 19, 0, -149.396496205981
10445, 23, -1, -1958.34426122442
10445, 24, 0, -1985.26243823843
10446, 18, 0, -988.071002669892
10446, 17, -1, -961.152825655887
10446, 16, -2, -934.234648641882
10447, 10, 0, -611.252122818186
10447, 9, -1, -584.333945804181
10448, 14, 0, -351.546929731094
10449, 14, 0, -472.832895549581
10450, 46, 0, -2525.04653044516
10451, 16, 0, -189.743571459786
10452, 12, 0, 105.211622295084
10453, 12, 0, -99.5531118793687
10454, 14, 0, -42.2659745823511
10456, 36, 0, -1864.30949192896
10457, 16, 0, -557.811416375161
10458, 28, 0, -1134.54961936967
10459, 24, 0, -375.550664500895
10460, 24, 0, -366.232160379459
10462, 26, 0, -418.826761921625
10463, 28, 0, -1487.54794127888
10466, 36, 0, -2177.56024046176
10468, 23, -1, -1958.34426122442
10468, 24, 0, -1985.26243823843
10469, 12, 0, -110.577335132688
10470, 10, 0, -468.720571745367
10470, 9, -1, -441.802394731362
10472, 10, 0, -188.90192504803
10473, 50, 0, -2410.47225585113
10474, 30, 0, -1117.82441121174
10475, 10, 0, -12.2679099806487
10476, 14, 0, -209.947646286772
10477, 10, 0, -478.966664184889
10478, 14, 0, -53.2901978356702
10479, 44, 0, -2386.04655778049
10480, 12, 0, -325.355298672146
10481, 36, 0, -2021.83505963916
10482, 26, 0, -261.301194211428
10483, 10, -2, -1122.31573098989
10483, 11, -1, -1149.23390800389
10483, 12, 0, -1176.1520850179
10484, 16, 0, -289.031127370246
10485, 36, 0, -2020.03467275156
10487, 16, 0, -372.820487303615
10488, 46, 0, -2525.04653044516
10490, 10, 0, -177.877701794711
10492, 21, -1, -1201.04082046243
10492, 22, 0, -1227.95899747644
10493, 12, 0, -325.355298672146
10494, 24, 0, -176.056780435627
10495, 18, 0, -697.144625479275
10496, 10, 0, -672.418741228432
10496, 9, -1, -645.500564214427
10496, 8, -2, -618.582387200421
10499, 36, 0, -2021.83505963916
10500, 35, -1, -2523.86302575321
10500, 36, 0, -2550.78120276721
10501, 36, 0, -1864.30949192896
10505, 14, 0, 339.853245005662
10507, 18, 0, -697.144625479275
10515, 20, 0, -629.220082639845
10517, 18, -1, -2033.88227175416
10517, 17, -2, -1997.50681200251
10526, 18, 0, -492.379891304822
10528, 15, -1, -1700.93820979413
10528, 13, -3, -1637.64457302847
10528, 14, -2, -1664.56275004248
10530, 22, 0, -551.024783716106
10540, 16, 0, -549.66702860184
10545, 24, 0, -554.435183305113
10547, 26, 0, -636.715035988667
10548, 28, 0, -1008.68097840966
10549, 20, 0, -773.163804165006
10550, 22, 0, -249.736082937896
10555, 28, 0, -779.674088146289
10557, 24, 0, -780.237370097891
10558, 22, 0, -815.894565543519
10559, 16, 0, -603.865705902258
10564, 28, 0, -403.555334095303
10568, 15, 0, 89.7661624324026
10571, 20, 0, -136.736665592831
10574, 22, 0, -243.217021435907
10577, 27, 0, -332.016813505285
10578, 29, 0, 162.905653186777
10581, 11, 0, -397.276199064249
10583, 9, 0, -156.685625351637
10584, 17, 0, -185.322210702755
10587, 19, 0, 166.639929858698
10588, 13, 0, -403.397945991788
10599, 42, 0, 893.621506282847
10607, 19, 0, -897.938277668389
10610, 18, 0, -127.201743598439
10611, 46, 0, -122.797485848768
10613, 23, 0, -24.9351137668437
10616, 20, 0, -610.028080361211
10621, 28, 0, -779.674088146289
10622, 32, 0, -633.759819691361
10626, 19, 0, -233.842884885957
10627, 18, 0, -768.371500432816
10628, 16, 0, 123.506460953112
10630, 18, 0, 45.219110816974
10632, 19, 0, -32.3500793526216
10633, 18, 0, -546.57856860524
10636, 16, 0, -399.100971727806
10641, 33, 0, 438.094366107456
10642, 14, 0, 353.881137008138
10643, 15, 0, -157.561759489069
10645, 25, 0, -155.193523327254
10646, 24, 0, -616.514624334321
10647, 19, 0, -434.053188758588
10648, 22, 0, -376.856290638657
10649, 25, 0, -200.806040552574
10650, 22, 0, -399.677971220593
10651, 18, 0, 45.219110816974
10652, 25, 0, -399.888255132175
10653, 21, 0, -355.539861004466
10654, 11, 0, -376.973132227627
10655, 17, 0, -92.6221409883946
10657, 32, 0, -633.759819691361
10658, 30, 0, -615.256565074159
10661, 11, 0, 40.9211630357468
10662, 17, 0, -453.290508231401
10663, 9, 0, 201.071385617037
10664, 12, 0, -464.515962502037
10665, 12, 0, 346.753604858873
10666, 21, 0, -51.4155826077946
10667, 10, 0, -260.801347397765
10668, 11, 0, -247.091378560706
10669, 44, 0, -1752.36379748973
10671, 34, 0, -909.600626929331
10672, 32, 0, -914.767386468386
10673, 16, 0, -549.941213870963
10674, 12, 0, -620.241143324642
10675, 8, 0, -374.32550292162
10677, 19, 0, -293.638641112315
10679, 13, 0, -94.2361381230637
10680, 10, 0, -521.803099799055
10682, 22, 0, -611.722320602131
10683, 21, 0, 42.9895862239654
10684, 12, 0, -464.515962502037
10685, 34, 0, -240.663697982751
10687, 14, 0, 342.891401480495
10688, 12, 0, 285.604264183477
10689, 13, 0, -95.5666983140449
10690, 30, 0, -557.967460492024
10693, 44, 0, -1294.80828943762
10695, 30, 0, -308.46908071776
10699, 17, 0, 40.0450288983151
10700, 8, 0, -169.560768747168
10702, 16, 0, -105.486998791095
10703, 17, 0, 25.4556746676942
10704, 32, 0, -1147.14591426962
10705, 17, 0, -132.707804296186
10706, 38, 0, -39.6305765872351
10708, 24, 0, -1171.41372620102
10709, 14, 0, -559.989184703725
10710, 23, 0, -267.413583954236
10711, 19, 0, -266.274277874354
10712, 10, 0, -317.038365624603
10713, 15, 0, -243.04429519148
10715, 28, 0, -1497.16495124225
10717, 20, 0, -977.775404140808
10719, 22, 0, -462.369298661661
10720, 18, 0, -830.297807263373
10721, 28, 0, -991.001560020402
10722, 19, 0, -247.752219069486
10724, 15, 0, -383.363946281846
10725, 22, 0, -790.569554592785
10726, 12, 0, -464.515962502037
10727, 21, 0, 35.3933628450773
10728, 20, 0, -740.851167514549
10731, 15, 0, -25.9592652984029
10732, 22, 0, -265.452775316259
10738, 17, 0, -91.3724310325563
10739, 17, 0, -278.842423011981
10741, 11, 0, -162.160680962493
10745, 24, 0, -524.333887516092
10746, 34, 0, -430.096836524763
10759, 35, -1, -338.035861435169
10759, 36, 0, -364.954038449174
10761, 8, 0, -111.446616609744
10765, 12, 0, -462.638828591451
10766, 20, 0, -533.690667436388
10770, 34, 0, -84.2587153099444
10784, 29, -1, -777.520973844598
10784, 30, 0, -804.439150858603
10785, 34, 0, 120.506018864508
10787, 10, 0, -315.161231714016
10792, 8, 0, -422.768359881405
10793, 22, 0, -47.7836788696051
10794, 34, 0, -279.709624673372
10794, 33, -1, -252.791447659367
10800, 32, 0, -183.437421939039
10802, 38, 0, -70.3244224566508
10804, 7, -1, -386.536358056375
10804, 8, 0, -413.45453507038
10805, 34, 0, -2068.89338851029
10809, 36, 0, -169.503129085746
10812, 6, 0, -394.535940699539
10823, 22, 0, -851.149284767741
10832, 6, 0, -450.772958926376
10833, 10, 0, -715.376875251897
10833, 9, -1, -688.458698237892
10834, 15, -1, -1979.52831976358
10834, 16, 0, -2006.44649677758
10835, 22, 0, -1055.91401894219
10838, 30, 0, -90.3955363842882
10839, 32, 0, 0.985698465857228
10840, 22, 0, -441.917903079103
10870, 30, 0, -1683.35402539478
10873, 21, -1, -1633.6114302609
10873, 22, 0, -1660.52960727491
10876, 34, 0, -1598.49997632429
10877, 14, 0, -886.955029992053
10878, 18, 0, -121.530293258949
10879, 28, 0, -338.804625936491
10880, 16, 0, -647.595031463434
10881, 32, 0, -1079.24458052294
10888, 28, 0, -458.146259824475
10891, 24, 0, -733.282417295768
10892, 28, 0, -338.804625936491
10893, 24, 0, -915.285815358649
10898, 9, 0, 166.060859873627
10898, 10, 1, 147.517258102313
10900, 6, 0, -655.719338181611
10901, 7, 0, 147.47480150841
10906, 12, 0, -903.922904029923
10914, 15, 0, -127.702326459736
10916, 13, 0, 1.53194794866438
10918, 17, 0, -68.1995596352352
10920, 6, 0, -257.31911345057
10921, 12, 0, -220.47992369072
10926, 20, 0, -374.914793708578
10929, 23, 0, -40.8130729978024
10930, 10, 0, 177.332255536166
10930, 11, 1, 158.788653764852
10935, 17, 0, 131.193522182179
10936, 27, 0, 32.2706954088072
10938, 17, 0, 180.233075534027
10945, 8, 0, -274.319781452119
10947, 21, 0, -322.219506911385
10968, 12, 0, -273.604777604098
10974, 11, 0, -164.30086413779
10976, 12, 0, -329.987990627181
10997, 41, 0, -55.009982955994
10997, 43, 2, -92.097186498622
10997, 42, 1, -73.553584727308
10998, 11, 0, 278.078813101037
10998, 12, 1, 259.535211329723
11001, 16, 1, 55.395853296466
11001, 15, 0, 73.93945506778
11003, 11, 0, 60.0051622144865
11003, 12, 1, 41.4615604431725
11004, 11, 0, 60.0051622144865
11004, 12, 1, 41.4615604431725
11005, 18, 0, 84.1610955705139
11016, 11, 0, 273.255493527381
11038, 15, -2, -2431.22005343006
11038, 14, -3, -2394.84459367841
11039, 14, -4, -3260.76799063464
11039, 15, -3, -3297.1434503863
11048, 9, 0, -97.8802278612254
11060, 19, -1, -448.263823138747
11060, 20, 0, -475.182000152752
11061, 35, -1, -1076.81106552186
11061, 36, 0, -1103.72924253587
11062, 42, 0, -327.637474837498
11073, 30, 0, -693.95255619452
11079, 18, 0, -22.7502457304658
11080, 15, 0, -504.040904117286
11106, 7, 0, -296.822772100894
11108, 9, 0, -497.624437231821
11109, 9, 0, -340.098869521624
11116, 4, 0, 212.884456603168
11118, 9, 0, -1.12099820623845
11120, 16, 0, -635.422128771282
11129, 5, 0, 340.365920519877
11130, 7, 0, -151.276098928573
11144, 6, 0, -138.920144623478
11154, 23, 0, -248.422500891511
11155, 12, 0, -768.975812135143
11160, 13, -1, 450.899444573134
11160, 12, -2, 498.719444573148
11160, 14, 0, 403.079444573121
11174, 7, -12, -7291.84987806407
11174, 6, -13, -7255.47441831241
11174, 9, -10, -7364.60079756738
11174, 12, -7, -7473.72717682234
11174, 10, -9, -7400.97625731903
11174, 11, -8, -7437.35171707068
11174, 8, -11, -7328.22533781572
11180, 13, 0, 212.938215533591
11181, 11, 0, 397.828589489212
11181, 13, 2, 360.741385946584
11181, 12, 1, 379.284987717898
11189, 28, 0, 567.077642561129
11193, 21, 0, 8.44561997245914
11195, 28, 0, -411.099802512697
11200, 18, 0, -799.353101370905
11213, 111, 0, 2550.13447295548
11227, 14, 1, -522.871030587254
11227, 12, -1, -477.409251801935
11227, 13, 0, -495.952853573249
11230, 30, 1, -1093.94377224749
11230, 29, 0, -1075.40017047617
11233, 10, 0, -521.790501145464
11238, 24, 0, 587.395873653829
11249, 12, 0, -452.186978989903
11250, 25, 0, -437.720773441763
11254, 19, -1, -1461.37527121708
11254, 20, 0, -1488.29344823109
11258, 23, 0, 207.181644811859
11260, 11, 0, -336.25430721095
11260, 12, 1, -354.797908982264
11261, 4, 0, 18.3017866135001
11262, 12, 0, -626.278443001174
11263, 11, 0, 371.493412087676
11265, 13, 1, -308.495663487486
11265, 12, 0, -289.952061716172
11271, 14, 0, -5.64636896465776
11281, 19, 0, -686.806496183665
11284, 12, -1, -112.307862679901
11284, 13, 0, -139.226039693906
11285, 39, 0, 223.250561689192
11310, 12, 0, 329.041596161631
11317, 40, 0, -539.426405706234
11342, 11, 0, -622.744032461426
11342, 10, -1, -595.825855447421
11344, 12, 0, -131.87282229276
11345, 7, -1, -229.703809759311
11345, 8, 0, -248.247411530625
11345, 9, 1, -275.16558854463
11348, 10, 0, -8.0721319934456
11350, 22, 0, -269.608403563143
11351, 16, -1, -1918.68476811622
11351, 15, -2, -1900.14116634491
11351, 17, 0, -1937.22836988754
11351, 18, 1, -1973.60382963919
11354, 7, -1, -329.074604435447
11354, 8, 0, -355.992781449452
11355, 11, 0, -825.800703496549
11355, 12, 1, -852.718880510554
11355, 10, -1, -798.882526482544
11355, 9, -2, -780.33892471123
11356, 33, -3, -1457.89056795799
11356, 34, -2, -1494.26602770965
11357, 14, 0, -110.561068588308
11358, 24, 0, -656.785237294209
11359, 15, 0, -226.391695338688
11360, 12, 0, -89.3431376158099
11371, 21, -1, -380.128038541155
11371, 22, 0, -407.04621555516
11374, 23, -1, -156.257850231531
11374, 24, 0, -183.176027245536
11374, 22, -2, -129.339673217526
11378, 90, 0, 1109.96295192369
11380, 10, 0, -317.038365624603
11383, 14, 0, -31.5359420182754
11384, 18, 0, -7.75588799338932
11386, 20, 0, -57.0257597935802
11388, 18, 0, 27.1891471739105
11389, 18, 0, 27.1891471739105
11390, 18, 0, -271.964485104414
11391, 16, 0, -119.62719305987
11392, 16, 0, -137.152842607709
11393, 18, 0, -429.750263322222
11395, 16, 0, -319.183788963803
11396, 18, 0, -468.510130734343
11397, 18, 0, -468.510130734343
11398, 16, 0, -180.862283788815
11399, 18, 0, -468.510130734343
11400, 18, 0, -468.510130734343
11401, 16, 0, -180.862283788815
11402, 16, 0, -212.374193938044
11403, 16, 0, -212.374193938044
11404, 18, 0, -405.945160040533
11404, 17, -1, -379.026983026527
11405, 15, -1, -335.750885605797
11405, 16, 0, -362.669062619802
11406, 18, 0, -405.945160040533
11406, 17, -1, -379.026983026527
11407, 50, 0, -156.857458204065
11408, 16, 0, -319.183788963803
11409, 16, 0, -319.183788963803
11410, 18, 0, -468.510130734343
11411, 18, 0, -468.510130734343
11412, 16, 0, -180.862283788815
11413, 18, 0, -468.510130734343
11414, 16, 0, -212.374193938044
11415, 16, 0, -180.862283788815
11416, 18, 0, -468.510130734343
11417, 18, 0, -405.945160040533
11417, 17, -1, -379.026983026527
11418, 16, 0, -212.374193938044
11419, 15, -1, -335.750885605797
11419, 16, 0, -362.669062619802
11420, 18, 0, -405.945160040533
11420, 17, -1, -379.026983026527
11421, 50, 0, -156.857458204065
11422, 10, 0, 466.732261861738
11425, 10, 0, -422.220735738848
11425, 9, -1, -395.302558724843
11426, 10, 0, -287.438515907536
11426, 9, -1, -260.52033889353
11427, 8, 0, -27.6469710835453
11428, 12, 0, -42.1455722228258
11430, 10, 0, 261.967527687286
11432, 10, 0, 261.967527687286
11433, 12, 0, 319.254664984303
11434, 12, -1, -1528.79023815649
11434, 11, -2, -1492.41477840484
11437, 10, -1, -1475.26079756172
11437, 9, -2, -1438.88533781007
11448, 43, 0, -304.069905408434
11456, 11, -1, -761.859217749209
11456, 12, 0, -788.777394763214
11457, 10, 0, -406.487388643734
11457, 9, -1, -379.569211629728
11462, 23, -1, -1308.45082697324
11462, 24, 0, -1333.09865414343
11462, 26, 2, -1418.60325977111
11462, 25, 1, -1382.44261272745
11462, 22, -2, -1289.90722520193
11465, 8, 1, -684.13873759321
11465, 7, 0, -657.220560579205
11465, 6, -1, -638.676958807891
11466, 8, -1, -581.389821510873
11466, 9, 0, -599.933423282187
11466, 10, 1, -626.851600296192
11467, 11, 0, -869.768372749375
11467, 10, -1, -842.85019573537
11468, 8, -1, -482.963332810166
11468, 9, 0, -509.881509824171
11472, 12, -4, -2747.28195078987
11472, 13, -3, -2783.65741054152
11472, 14, -2, -2820.03287029317
11476, 10, 0, -747.370708366912
11480, 10, 0, -48.894850472755
11483, 23, 0, -144.056161568714
11484, 19, 0, -104.127581496503
11484, 20, 1, -122.671183267817
11485, 16, 0, 41.419635663742
11485, 17, 1, 22.8760338924281
11488, 7, 0, -171.56777368946
11491, 11, -1, -140.923271471886
11491, 12, 0, -167.841448485891
11492, 14, 0, -120.800403628395
11494, 20, 0, -123.827129866747
11495, 20, 0, -123.827129866747
11500, 11, 0, -149.941131584048
11500, 12, 1, -174.588958754239
11501, 11, 0, -399.358709330499
11501, 10, -1, -374.710882160309
11501, 12, 1, -426.276886344505
11503, 7, 0, -14.8983777137105
11504, 9, 0, -56.970784638912
11505, 6, 0, 69.7208287845227
11506, 6, 0, -101.593932627966
11507, 6, 0, -101.593932627966
11511, 5, -2, -832.725902411657
11511, 8, 1, -905.105858210981
11511, 7, 0, -878.187681196976
11511, 6, -1, -851.269504182971
11512, 20, 0, -453.902505943765
11514, 7, -1, -927.839265756507
11514, 8, 0, -954.757442770512
11514, 6, -2, -900.921088742502
11515, 7, -1, -927.839265756507
11515, 8, 0, -954.757442770512
11515, 6, -2, -900.921088742502
11516, 16, -1, -2236.30032754424
11516, 15, -2, -2199.92486779258
11516, 14, -3, -2173.00669077858
11526, 7, -12, -7291.84987806407
11526, 6, -13, -7255.47441831241
11526, 9, -10, -7364.60079756738
11526, 12, -7, -7473.72717682234
11526, 10, -9, -7400.97625731903
11526, 11, -8, -7437.35171707068
11526, 8, -11, -7328.22533781572
11527, 7, -1, -544.061925766572
11527, 8, 0, -570.980102780577
11535, 20, 0, -1433.62100483516
11544, 15, -1, -1331.76065489228
11544, 16, 0, -1358.67883190628
11546, 18, 0, -1156.26077611621
11555, 8, -8, -4707.05894958358
11555, 9, -7, -4743.43440933523
11555, 12, -4, -4852.5607885902
11555, 11, -5, -4816.18532883854
11555, 10, -6, -4779.80986908689
11560, 21, 0, 327.24616775955
11563, 21, 0, 438.149546069433
11568, 17, 0, 401.213179144701
11569, 15, 0, 168.363396438466
11586, 15, -1, -715.356172428206
