cid, nH, z, dG0
7492, 12, 0, 500.121182305195
7493, 14, 0, 212.473335359667
7495, 14, 0, 64.1586975182535
7499, 14, 0, -169.484521939483
7500, 11, 0, -252.315946991686
7500, 10, -1, -233.772345220372
7500, 12, 1, -279.234124005691
7501, 14, 0, -368.24117178232
7505, 11, 0, -211.773664114918
7508, 21, 0, 672.409106487432
7513, 17, 0, -289.229733007829
7513, 18, 1, -307.773334779143
7514, 14, 1, 144.707426685923
7514, 13, 0, 163.251028457237
7521, 19, 0, -155.353531303831
7521, 18, -1, -107.533531303817
7522, 16, 0, -35.9521235012682
7523, 18, 0, -80.0830398781477
7526, 24, 0, -96.956946154317
7527, 11, 0, -202.057476188849
7527, 12, 1, -220.601077960163
7533, 19, 0, -337.40589702521
7536, 18, 0, -132.251150563128
7538, 21, 0, 468.68340289725
7539, 17, 0, 201.616418413376
7558, 20, -1, -247.934654429613
7558, 21, 0, -295.754654429627
7560, 14, 0, 304.84158365629
7564, 24, 0, 120.896681374322
7569, 10, 0, -42.8901462255496
7569, 9, -1, 4.92985377446399
7575, 25, 0, -406.120135973725
7577, 15, 0, -314.21161900885
7578, 30, 0, -404.223507320722
7580, 26, 0, -92.5217351715683
7581, 4, 0, 373.300550751749
7582, 11, -1, -213.624837191788
7582, 12, 0, -240.543014205793
7584, 10, 0, 391.411644784961
7594, 28, 0, -422.775841234922
7598, 5, -1, -651.21768520301
7598, 2, -4, -528.659508188977
7598, 4, -2, -624.299508189004
7598, 6, 0, -678.135862217015
7598, 3, -3, -576.479508188991
7599, 4, 0, -76.6281563315852
7610, 22, 0, -1166.1666014989
7611, 16, 0, -263.916345561608
7615, 11, 0, -201.748101572355
7615, 10, -1, -153.928101572341
7616, 18, 0, 137.435091418519
7616, 19, 1, 118.891489647205
7616, 20, 2, 100.347887875891
7617, 16, 0, -97.3990712764827
7617, 17, 1, -115.942673047797
7620, 20, 0, 22.0717120360022
7621, 21, -1, -168.981209639723
7621, 22, 0, -195.899386653728
7624, 19, 0, -131.965225753861
7624, 20, 1, -156.613052924052
7627, 22, 1, 118.932633689232
7627, 21, 0, 137.476235460546
7642, 12, 0, -99.4273928577133
7648, 4, -1, 200.748807313928
7648, 5, 0, 152.928807313914
7651, 13, -1, 29.2713013868083
7651, 14, 0, 10.7276996154943
7651, 15, 1, -37.0923003845193
7655, 23, 0, -1254.86067485205
7656, 43, 0, -1360.25700821167
7656, 45, 2, -1397.3442117543
7656, 44, 1, -1378.80060998299
7656, 46, 3, -1415.88781352561
7657, 41, 0, -1209.13027955354
7657, 44, 3, -1264.76108486748
7657, 43, 2, -1246.21748309617
7657, 42, 1, -1227.67388132485
7665, 10, 0, 142.693360849724
7665, 9, -1, 190.513360849738
7667, 30, 0, -1069.00455381346
7672, 8, 1, -94.5638481055111
7672, 9, 2, -113.107449876825
7672, 7, 0, -76.0202463341972
7673, 16, 1, 48.4759622102739
7673, 15, 0, 67.0195639815879
7674, 16, 1, -120.558135324429
7674, 15, 0, -102.014533553115
7704, 34, 0, -689.503598186993
7704, 33, -1, -662.585421172988
7708, 17, 0, -896.721577617816
7709, 34, 0, -638.135844364351
7710, 29, -1, 349.173304021272
7710, 30, 0, 322.255127007267
7715, 10, 0, 275.7016344325
7717, 10, 0, -133.827833916405
7718, 10, 0, -217.835726291776
7718, 9, -1, -190.917549277771
7719, 8, 0, -30.3781173029153
7720, 8, 0, -86.615135529753
7723, 8, 0, 210.270109362161
7724, 10, 0, -133.827833916405
7725, 10, 0, -217.835726291776
7725, 9, -1, -190.917549277771
7726, 8, 0, -30.3781173029153
7727, 8, 0, 61.6995023116609
7728, 8, 0, 30.1875921624322
7731, 10, 0, -492.038595525375
7731, 9, -1, -465.12041851137
7734, 10, 0, -695.858463417739
7734, 9, -1, -668.940286403734
7750, 31, 0, 246.114073728998
7774, 22, 0, 302.086259782841
7785, 26, 0, 277.770530174091
7789, 23, 0, 36.0132848804958
7789, 22, -1, 62.9314618945009
7807, 20, 0, -429.938256954105
7819, 14, 0, -285.257680873842
7826, 14, 0, -42.9496599606539
7827, 16, 0, -139.218296989775
7829, 14, 0, 372.8576986851
7834, 12, 0, 408.630781343428
7836, 13, -2, -1906.03591490357
7836, 14, -1, -1942.41137465522
7837, 6, 0, 68.842742743923
7838, 13, -2, -1906.03591490357
7838, 14, -1, -1942.41137465522
7839, 12, 0, 270.897327294888
7840, 13, -2, -573.194698620716
7840, 14, -1, -609.570158372369
7841, 14, 0, -145.012585807367
7846, 19, 0, -52.1177478480632
7846, 18, -1, -4.29774784804959
7851, 28, 0, -612.380706524848
7852, 29, 0, -190.81772747572
7875, 16, 1, -206.666785106869
7875, 15, 0, -188.123183335555
7881, 27, 0, -205.595082928521
7884, 14, 1, 144.707426685923
7884, 13, 0, 163.251028457237
7889, 17, 0, 111.268718323396
7892, 27, 0, 75.8107614453181
7895, 26, 0, -190.571670106247
7895, 27, 1, -209.115271877561
7899, 8, 0, 149.285656698693
7904, 17, 0, 315.64604853078
7908, 31, 0, -417.664670509681
7910, 10, 0, 301.258672021413
7911, 14, 1, -12.8181410242734
7911, 13, 0, 5.72546074704053
7912, 16, 0, -105.230259644627
7913, 24, 0, 9.52722598435025
7914, 25, 0, -281.804871361883
7915, 27, 0, -612.032982306747
7921, 14, 1, -423.287127736191
7921, 12, -1, -377.825348950872
7921, 13, 0, -396.368950722186
7934, 15, 0, -75.939162282309
7935, 23, 0, 321.205806019815
7968, 21, 0, 159.622342241479
7973, 10, 0, -173.520560781698
8005, 32, 0, 1.80258549340253
8012, 31, 0, 176.762439438486
8021, 28, 0, -571.905708921511
8052, 10, 0, -610.83026453312
8052, 9, -1, -583.912087519115
8057, 6, 0, -67.6938620928834
8057, 7, 1, -86.2374638641974
8060, 9, 0, 381.17494738725
8061, 11, 0, -131.450655247868
8061, 12, 1, -149.994257019182
8062, 11, 0, -319.308006258648
8062, 10, -1, -300.764404487334
8062, 12, 1, -346.226183272653
8063, 8, 0, -173.520560781676
8067, 27, 0, 562.611195160282
8071, 21, 0, 696.814986383861
8090, 18, 0, 107.316125811804
8234, 14, 0, -552.904501772683
8235, 14, 0, -701.219139614097
8236, 14, 0, -1086.11154529773
8237, 14, 0, -552.904501772683
8238, 62, 0, -4220.26416906484
8239, 32, 0, -2238.05305351623
8240, 22, 0, -1574.96849624992
8242, 42, 0, -2898.79009203243
8243, 32, 0, -2238.05305351623
8244, 22, 0, -1419.24331542732
8245, 20, 0, -1433.62100483516
8246, 22, 0, -1419.24331542732
8247, 22, 0, -1419.24331542732
8248, 42, 0, -2898.79009203243
8249, 13, -1, -1070.77193774206
8249, 12, -2, -1034.39647799041
8250, 22, 0, -1574.96849624992
8251, 32, 0, -2238.05305351623
8252, 52, 0, -3559.52713054864
8254, 24, 0, -1618.1893831409
8255, 16, 0, -1097.7574227342
8257, 14, 0, -1284.78766874137
8258, 12, 0, -1193.76016819697
8259, 12, 0, -1193.76016819697
8260, 16, 0, -1097.7574227342
8261, 15, -1, -674.11322589607
8261, 16, 0, -701.031402910076
8261, 14, -2, -647.195048882065
8262, 10, 0, -372.557138891576
8262, 9, -1, -345.638961877571
8264, 8, -1, -552.199954820334
8264, 9, 0, -570.743556591648
8264, 10, 1, -597.661733605654
8266, 10, 0, -866.209330647024
8266, 11, 1, -893.127507661029
8266, 9, -1, -839.291153633019
8266, 8, -2, -820.747551861705
8267, 7, 0, -614.183455145647
8267, 6, -1, -587.265278131642
8268, 8, -1, -487.356980698519
8268, 9, 0, -514.275157712525
8273, 14, 1, -502.060887650268
8273, 12, -1, -456.599108864949
8273, 13, 0, -475.142710636263
8275, 13, -1, -960.74858998388
8275, 16, 2, -1033.1285457832
8275, 15, 1, -1006.2103687692
8275, 14, 0, -979.292191755194
8275, 12, -2, -942.204988212566
8276, 7, -1, -498.173990969068
8276, 8, 0, -525.092167983073
8277, 18, 0, -694.064256483429
8277, 17, -1, -667.146079469424
8277, 16, -2, -640.227902455418
8278, 13, -1, -681.080372322717
8278, 14, 0, -707.998549336722
8278, 12, -2, -654.162195308712
8279, 7, -1, -265.560983815291
8279, 8, 0, -292.479160829296
8281, 43, -1, -225.397085736983
8281, 44, 0, -252.315262750989
8282, 31, -1, -521.866501710363
8282, 32, 0, -548.784678724368
8284, 13, -1, -531.435215653202
8284, 16, 2, -595.440596209835
8284, 14, 0, -549.978817424516
8284, 15, 1, -568.52241919583
8285, 31, -1, -580.450712829665
8285, 32, 0, -607.36888984367
8286, 15, -1, -524.468069226555
8286, 16, 0, -543.011670997869
8286, 17, 1, -561.555272769183
8286, 18, 2, -588.473449783188
8287, 11, 0, -556.98103723689
8287, 10, -1, -538.437435465576
8287, 12, 1, -583.899214250895
8288, 16, 1, -358.797665334913
8288, 17, 2, -385.715842348919
8288, 15, 0, -340.254063563599
8288, 14, -1, -321.710461792285
8289, 8, -1, -443.326683883866
8289, 9, 0, -461.87028565518
8289, 10, 1, -488.788462669185
8290, 10, 0, -267.217228040068
8290, 11, 1, -294.135405054073
8290, 9, -1, -248.673626268754
8291, 10, 0, -407.750916598172
8291, 11, 1, -434.669093612177
8291, 9, -1, -389.207314826858
8292, 8, -1, -545.404581892222
8292, 9, 0, -563.948183663536
8292, 10, 1, -590.866360677542
8294, 8, -1, -997.87898180131
8294, 9, 0, -1024.79715881532
8294, 7, -2, -979.335380029996
8294, 10, 1, -1051.71533582932
8298, 7, -1, -386.785015725856
8298, 8, 0, -405.32861749717
8298, 9, 1, -432.246794511175
8299, 16, 0, 131.312987144476
8300, 14, 1, -12.8181410242734
8300, 13, 0, 5.72546074704053
8301, 11, 0, 49.001558167771
8301, 12, 1, 30.457956396457
8302, 16, 0, 336.077721318928
8303, 14, 1, 10.2189547452031
8303, 13, 0, 28.7625565165171
8304, 14, 0, 329.110574892281
8306, 16, 1, -15.5591375345398
8306, 15, 0, 2.98446423677416
8309, 18, 0, 188.600124441493
8310, 19, 0, -331.244248212979
8312, 16, 0, 131.312987144476
8313, 9, 0, 198.015757638832
8314, 35, -1, -568.316806863964
8314, 36, 0, -595.234983877969
8315, 29, -1, 2.46756988383428
8315, 30, 0, -24.4506071301709
8316, 42, 0, -167.070848975187
8316, 41, -1, -140.152671961182
8317, 23, -1, -450.793730826055
8317, 24, 0, -477.71190784006
8318, 31, -1, -240.302411602164
8318, 32, 0, -267.220588616169
8319, 27, -1, -111.781900405632
8319, 28, 0, -138.700077419637
8320, 47, -1, -211.46279288369
8320, 48, 0, -238.380969897695
8321, 31, -1, -444.12143914604
8321, 32, 0, -471.039616160045
8322, 26, 0, -222.808020388361
8322, 25, -1, -195.889843374356
8323, 45, -1, -126.218379107888
8323, 46, 0, -153.136556121893
8346, 10, 0, -775.231485069048
8347, 10, 0, -624.569328477538
8348, 10, 0, -1116.64951352379
8348, 9, -1, -1089.73133650979
8349, 14, 1, -768.419045480997
8349, 13, 0, -749.875443709683
8350, 10, 0, -1116.64951352379
8350, 9, -1, -1089.73133650979
8351, 12, 0, -944.764053882959
8352, 12, 0, -758.506276911115
8353, 10, 0, -772.883966318952
8354, 10, 0, -775.231485069048
8355, 14, 0, -1086.11154529773
8356, 12, 0, -944.764053882959
8362, 29, -1, -181.955550521062
8362, 30, 0, -208.873727535068
8363, 34, 0, -194.939434681774
8363, 33, -1, -168.021257667769
8364, 29, -1, 2.46756988383428
8364, 30, 0, -24.4506071301709
8365, 34, 0, -352.465002391971
8365, 33, -1, -325.546825377966
8366, 34, 0, -464.072469733398
8366, 33, -1, -437.154292719393
8367, 34, 0, -194.939434681774
8367, 33, -1, -168.021257667769
8368, 31, -1, -235.656839069946
8368, 32, 0, -262.575016083952
8369, 10, 0, 228.652854655999
8370, 10, 0, 39.5226355411408
8371, 6, 0, 8.24699489117004
8372, 6, 0, -139.121274661273
8373, 14, 0, 36.1155805977571
8374, 26, 0, 36.1565095952228
8375, 20, 0, 136.164570100023
8376, 64, 0, 168.532291701511
8377, 60, 0, -59.9666488774213
8378, 64, 0, 12.8071108789071
8379, 62, 0, 54.282821412045
8380, 14, 0, -112.928692827477
8381, 54, 0, -22.0286212543267
8383, 8, 0, 118.449924773584
8384, 60, 0, 154.597998848218
8385, 60, 0, -2.92756886197895
8386, 58, 0, 40.3485285587515
8387, 58, 0, -8.09432840103315
8388, 32, 0, 57.0579488751631
8390, 7, -1, 51.9382150561554
8390, 8, 0, 4.11821505614179
8391, 7, -1, 50.1378281685628
8391, 8, 0, 2.31782816854923
8392, 62, 0, 5.83996445226038
8393, 68, 0, 182.466584554805
8394, 64, 0, -46.0323560241278
8429, 13, -2, -1686.80292410751
8429, 12, -3, -1659.88474709351
8429, 14, -1, -1723.17838385917
8430, 16, 1, -1125.59733088937
8430, 15, 0, -1107.05372911806
8431, 14, 1, -75.5441927130159
8431, 13, 0, -50.8963655428252
8432, 14, 0, -216.221111391654
8432, 15, 1, -240.868938561845
8434, 7, 0, 188.52502169968
8435, 14, 1, 430.778953326156
8435, 13, 0, 455.426780496347
8437, 16, 0, -1006.81612592754
8437, 17, 1, -1025.35972769885
8441, 30, 0, 795.525006181267
8467, 66, 0, -628.454733809283
8468, 21, 0, -701.385826397257
8470, 66, 0, -734.504978159092
8475, 10, -3, -1000.30238907549
8475, 12, -1, -1054.1387431035
8475, 13, 0, -1081.0569201175
8475, 11, -2, -1027.22056608949
8478, 11, 0, -936.705261897285
8478, 10, -1, -909.78708488328
8478, 9, -2, -882.868907869275
8480, 7, 0, -415.114021251591
8480, 6, -1, -388.195844237586
8481, 17, 0, -625.413608126624
8482, 19, -1, -761.673220732783
8482, 20, 0, -788.591397746788
8484, 62, 0, 95.8079812425717
8486, 20, 0, -111.424001035004
8487, 12, 0, -238.470969545154
8488, 64, 0, -466.658708196038
8489, 16, 0, -114.334070634978
8490, 16, 0, 6.54106354773259
8491, 18, 0, -500.943550801261
8491, 17, -1, -474.025373787256
8492, 12, 0, -76.1271360114604
8493, 7, 0, 91.5604486164191
8494, 15, 0, -840.425275106317
8496, 13, -2, -1262.39577871155
8496, 12, -3, -1235.47760169755
8496, 15, 0, -1316.23213273956
8496, 14, -1, -1289.31395572556
8497, 10, 0, -26.8572642112696
8498, 16, 0, -136.892631507473
8499, 14, 0, 79.2885888444723
8501, 16, 0, -259.683542975598
8502, 8, 0, -166.425900276565
8503, 26, 0, -632.359696085246
8505, 66, 0, -785.98030151948
8509, 20, 0, -385.677969154677
8510, 26, 0, -196.564618953491
8511, 15, 0, -276.389485862796
8512, 16, 0, -961.670188642877
8518, 25, 0, 21.0838527258915
8538, 8, -1, -788.474349729488
8538, 9, 0, -815.392526743493
8538, 7, -2, -761.556172715483
8545, 66, 0, -628.454733809283
8546, 16, 0, -139.291939090526
8553, 60, 0, -904.633567443848
8558, 27, -1, -1290.48759312607
8558, 28, 0, -1317.40577014007
8561, 18, 0, -1108.16324935431
8562, 16, -1, -854.936204837219
8562, 17, 0, -881.854381851224
8562, 18, 1, -908.77255886523
8562, 15, -2, -828.018027823214
8562, 14, -3, -809.4744260519
8570, 18, 0, -1265.68881706451
8571, 20, 0, -245.749250122305
8572, 68, 0, -619.339030605018
8573, 28, 0, -175.762746593483
8576, 10, 0, -523.42414460067
8577, 10, 0, -728.188878775123
8578, 12, 0, -508.675020680081
8580, 52, 0, 370.361165470963
8581, 37, -1, -419.876427207514
8581, 38, 0, -446.794604221519
8582, 29, -1, 216.767448938884
8582, 30, 0, 189.849271924879
8583, 52, 0, 666.990441153791
8584, 56, 0, -181.210765939787
8585, 56, 0, -454.116279142311
8586, 56, 0, 829.01953298928
8588, 23, -1, -28.6310091768019
8588, 24, 0, -55.5491861908071
8588, 22, -2, -1.71283216279679
8589, 64, 0, -2718.98952513467
8590, 56, 0, 233.027202711728
8591, 56, 0, 240.00938510415
8592, 54, 0, 527.657232049677
8593, 54, 0, 234.038906640854
8597, 116, 0, -17.0270641954409
8598, 20, 0, -847.741427086199
8599, 56, 0, 77.7303824778928
8600, 22, 0, -1017.85196365749
8601, 56, 0, 84.7125648703143
8603, 56, 0, 1127.95422699523
8607, 45, -1, 391.663332475106
8607, 46, 0, 364.745155461101
8608, 26, -2, 196.644581095393
8608, 27, -1, 169.726404081388
8608, 28, 0, 142.808227067383
8609, 116, 0, -10.0448818030194
8610, 50, 0, 809.334600531909
8611, 56, 0, 687.687077540287
8613, 54, 0, 921.246129157503
8644, 10, 0, -113.894676251765
8648, 20, 0, -239.836516549556
8649, 32, 0, -1830.14909771249
8650, 12, 0, -303.910286505628
8651, 12, 0, -466.137007303653
8717, 22, 0, -1265.52614572112
8719, 36, 0, -70.6349127520726
8720, 10, 0, -523.42414460067
8722, 10, 0, -339.696863044542
8723, 40, -1, -2674.22453775207
8723, 41, 0, -2701.14271476608
8723, 39, -2, -2647.30636073807
8723, 38, -3, -2620.38818372406
8724, 12, 0, -713.439754854533
8730, 10, 0, -318.659410426218
8731, 16, 0, -132.373678919144
8733, 5, 0, -193.518996142089
8734, 4, 0, -293.75659933261
8737, 6, 0, -93.2813929515674
8744, 14, 0, -398.326634045525
8745, 21, -1, -1729.14990577637
8745, 22, 0, -1756.06808279038
8745, 20, -2, -1702.23172876237
8979, 14, 0, -341.876537712486
8981, 20, 0, -391.107371763791
8992, 14, 0, -193.561899871072
8997, 30, 0, -1194.96008046053
8998, 30, 0, -148.32718678528
9003, 19, -1, -351.695651267937
9003, 20, 0, -378.613828281942
9004, 34, 0, -952.248033581189
9005, 16, 0, -339.30428236559
9006, 14, 0, -396.591419662608
9009, 30, 0, -1196.76046734813
9013, 26, 0, -1208.89437331383
9015, 18, 0, -484.904745332439
9017, 14, 0, -189.949551577569
9018, 16, 0, -337.427148455004
9051, 24, 0, 62.0055249264581
9052, 18, 0, 46.4801689144351
9054, 20, 0, 360.749391153295
9072, 34, 0, -438.450792085707
9083, 19, 0, 216.382338233884
9089, 14, 0, 110.388729095717
9094, 34, 0, 249.278864884542
9099, 22, 0, -1128.35799531095
9130, 16, 0, 181.742367726464
9137, 36, 0, -327.473119316363
9140, 32, 0, -13.2045365456182
9142, 12, 0, 545.380527295068
9154, 14, 0, 450.03068428837
9191, 28, 0, -76.8181033000992
9205, 34, 0, -332.639878855417
9209, 10, 0, 351.016308390355
9220, 25, 0, 225.18521285453
9221, 23, 0, 214.175295934389
9222, 19, 0, 509.130489689258
9228, 11, 0, 85.1696345622003
9230, 14, 0, 450.03068428837
9243, 16, 0, -37.088867781718
9318, 18, 0, -285.122139361279
9319, 28, 0, -339.473416882598
9320, 14, 0, -755.268803740271
9321, 12, 0, 105.619181843277
9324, 21, 0, -420.183055158148
9325, 23, 0, -872.897914702849
9335, 29, 0, -345.017361717769
9336, 21, 0, -130.464288276224
9342, 23, 0, -110.710645191387
9348, 11, 0, 42.6040532119591
9364, 17, 0, -555.794782370508
9372, 17, 0, -555.794782370508
9375, 19, 0, -88.91430140493
9445, 19, 0, -293.679035579383
9459, 27, 0, -664.429145802881
9460, 15, 0, -254.473622415718
9462, 21, 0, -420.183055158148
9464, 35, 0, -1274.37288838017
9471, 16, 0, -536.632297158865
9478, 26, 0, -1415.1688012925
9479, 16, 0, -578.848868993486
9505, 16, 0, -344.902294427387
9524, 24, 0, -210.831460035891
9535, 28, 0, -432.910467287972
9555, 25, 0, -258.188242068821
9558, 27, 0, -200.901104771804
9565, 23, 0, -112.269670985694
9569, 15, 0, -349.775209938217
9571, 23, 0, -127.1003863096
9573, 17, 0, -372.003625494725
9575, 13, 0, -601.964225564349
9591, 27, 0, -959.05344256724
9591, 26, -1, -932.135265553235
9592, 23, 0, -567.660652035583
9593, 21, 0, -624.9477893326
9595, 18, 0, -107.149007126968
9604, 19, 0, -293.679035579383
9610, 23, 0, -391.344678999288
9614, 12, 0, -467.620956794744
9616, 32, 0, -1789.09503382716
9617, 22, 0, -1479.42308501616
9618, 14, 0, -389.15470028143
9621, 26, 0, -316.636940014301
9633, 16, 0, 206.395404689564
9634, 15, 0, -566.081088756395
9636, 28, 0, -1357.88166399548
9640, 15, 0, -297.383070304899
9641, 14, 0, -402.189431724405
9642, 13, 0, -354.670207601916
9644, 16, 0, -331.867562984412
9646, 18, 0, -591.739435527041
9649, 22, 0, 225.661111638525
9650, 16, 0, -444.261838649606
9657, 24, 0, -574.209691174717
9665, 24, 0, 388.159359428346
9666, 24, 0, 399.183582681665
9672, 24, 0, -67.529011893743
9675, 18, 0, 211.562164228618
9680, 16, 0, -509.187347317153
9681, 24, 0, -177.303730910188
9684, 24, 0, -90.3016294510866
9690, 22, 0, -269.608403563143
9693, 26, 0, -654.287669236997
9694, 26, 0, -188.246695100873
9695, 20, 0, -137.700039902213
9696, 14, 0, 196.209056521804
9704, 26, 0, 140.302470481832
9714, 28, 0, -451.825972922374
9724, 28, 0, -339.473416882598
9727, 14, 0, -960.033537914724
9728, 14, 0, -960.033537914724
9729, 22, 0, 281.704050405932
9730, 22, 0, 292.728273659252
9731, 18, 0, -1751.50109515712
9732, 32, 0, -1838.134587179
9734, 16, 0, -551.765770645147
9735, 14, 0, -755.268803740271
9736, 14, 0, -903.583441581685
9750, 24, 0, -6.51386975194888
9751, 12, 0, -411.170860461705
9752, 20, 0, -198.782452664218
9753, 20, 0, -347.097090505632
9754, 24, 0, -1098.93129214948
9755, 34, 0, -1780.84744988199
9756, 14, 0, -615.098553672179
9757, 14, 0, -197.424697549952
9758, 22, 0, -872.971580102568
9759, 22, 0, -395.73631369607
9760, 30, 0, -478.806625986712
9761, 24, 0, -1225.21391115446
9762, 12, 0, -262.856222620291
9763, 22, 0, -1487.26578262593
9764, 16, 0, -911.823056019525
9770, 14, 0, -968.177925688045
9774, 20, 0, -374.818856100574
9777, 14, 0, -497.510490557421
9785, 16, 0, -588.61269187302
9789, 32, 0, -1633.36985300455
9793, 32, 0, -1633.36985300455
9794, 32, 0, -1503.30523453882
9803, 22, 0, -1325.71218650421
9805, 32, 0, -1838.134587179
9806, 34, 0, -1780.84744988199
9807, 18, 0, -432.105993397591
9808, 30, 0, -1212.59886319629
9809, 42, 0, -305.452603022772
9810, 42, 0, -298.47042063035
9811, 44, 0, -440.814580008468
9812, 46, 0, -738.455559620422
9813, 44, 0, -450.807712674894
9815, 7, 0, -20.5063507033716
9816, 10, -2, -493.895631088249
9816, 11, -1, -520.813808102254
9816, 12, 0, -547.731985116259
9817, 45, -1, -315.002203686517
9817, 46, 0, -341.920380700522
9818, 43, -1, -234.924225624237
9818, 44, 0, -261.842402638242
9819, 45, -1, -472.527771396714
9819, 46, 0, -499.445948410719
9820, 43, -1, -429.251673975983
9820, 44, 0, -456.169850989989
9821, 42, 0, -301.481370904355
9822, 11, -1, -769.03434918074
9822, 12, 0, -795.952526194745
9823, 46, 0, -590.140921779008
9824, 46, 0, -886.770197461836
9825, 44, 0, -599.122350516308
9826, 12, 0, -411.170860461705
9827, 12, 0, -262.856222620291
9828, 32, 0, -1428.6051188301
9829, 30, 0, -982.310205793801
9830, 34, 0, -1576.08271570753
9831, 22, 0, -551.024783716106
9832, 20, 0, -403.547186838671
9833, 14, 0, -410.333819497726
9840, 14, 0, -92.2169458438487
9842, 15, -1, -593.601053734348
9842, 16, 0, -620.519230748353
9845, 28, 0, -526.011624690689
9846, 28, 0, -837.113816445873
9847, 16, 0, 72.3220900688906
9848, 18, 0, -7.75588799338932
9849, 20, 0, -57.0257597935802
9854, 16, 0, -263.970598782867
9861, 20, 0, -125.357646237233
9863, 20, 0, -121.220717332022
9870, 22, 0, -708.022196555874
9871, 18, 0, 23.0522182686997
9873, 16, 0, 275.046036120425
9875, 16, 0, -119.62719305987
9877, 16, 0, -137.152842607709
9885, 16, 0, -122.638143333875
9887, 14, 0, -342.679916974938
9893, 16, 0, -156.354451848554
9894, 28, 0, -733.878032990105
9898, 16, 0, -112.645010667448
9900, 16, 0, -112.645010667448
9902, 18, 0, -429.750263322222
9904, 12, 0, -100.366347021939
9905, 12, 0, -100.366347021939
9907, 12, 0, -145.365531600948
9908, 14, 0, -92.2169458438487
9909, 16, 0, -240.626810349781
9910, 13, 0, -93.4146563815105
9915, 11, 0, -199.869965403924
9916, 42, 0, -992.140697804092
9917, 19, 0, -265.754528470007
9918, 14, 0, -181.232394677869
9921, 12, 0, 2.69638661763639
9926, 16, 0, -491.102602581127
9928, 16, 0, -283.00538089705
9933, 13, 0, -552.831485978108
9938, 22, 0, -304.799494083229
9939, 14, 0, -304.928629545493
9940, 38, 0, -472.313119478979
9941, 42, 0, -411.841567304864
9942, 20, 0, -156.167840018776
9944, 32, 0, -394.463623792825
9946, 14, 1, -353.461523438946
9946, 13, 0, -334.917921667632
9947, 14, 0, 24.7087321619047
9948, 42, 0, 230.382938289688
9949, 21, 0, -255.899902864704
9950, 16, 0, -48.8627687543528
9951, 10, 0, -812.618461483629
9952, 14, 0, -405.858188805325
9954, 12, 0, -275.311127023606
9957, 7, 0, 42.1013600907389
9960, 8, 1, -58.5731501510701
9960, 7, 0, -40.0295483797561
9961, 11, 0, -38.0827547934622
9964, 8, 0, -543.63526576258
9965, 24, 0, -859.63961183081
9967, 14, 0, -969.110193316542
9968, 30, 0, -1303.92121416241
9969, 34, 0, -606.282238441446
9970, 26, 0, -371.85602501571
9971, 22, 0, -601.25211322637
9972, 34, 0, -3553.63204949339
9973, 28, 0, -1301.02334969292
9974, 10, 0, -460.912438518117
9975, 14, 0, -537.682416229045
9977, 30, 0, -320.648755457582
9978, 22, 0, -395.73631369607
9981, 22, 0, -253.030266076387
9983, 18, 0, -327.790538505281
9984, 22, 0, -109.60355875945
9985, 12, 0, -351.062533403898
9986, 13, 0, -552.831485978108
9991, 15, 0, -191.852699907097
10009, 37, 0, 220.349090857154
10010, 35, 0, 50.9893803062795
10013, 36, 0, 372.259702129165
10123, 24, 0, -95.0316061835672
10125, 20, 0, -370.211556774011
10126, 12, 0, 31.7830907898104
10128, 11, 0, -356.111343717152
10128, 10, -1, -329.193166703147
10129, 13, 0, -309.070298859656
10131, 26, 0, -244.357947954107
10133, 8, 1, 39.7487470748624
10133, 7, 0, 58.2923488461764
10134, 15, 0, -874.726310349995
10136, 35, 0, -470.023888507892
10137, 21, 0, -527.282053971026
10138, 15, 0, -200.888113182065
10139, 27, 0, 122.450575634438
10140, 10, 0, -641.518030842072
10140, 11, 1, -668.436207856077
10140, 9, -1, -622.974429070758
10141, 13, 0, -899.145174824809
10143, 13, 0, -870.960097425665
10144, 13, 0, -750.830536983396
10146, 12, -1, -197.995970025524
10146, 13, 0, -224.914147039529
10149, 8, -1, -480.374798306098
10149, 9, 0, -507.292975320103
10150, 19, 0, -539.08716972674
10152, 17, 0, -269.667792759418
10153, 25, 0, -51.5106619941376
10156, 29, 0, -68.0968212582837
10157, 25, 0, 18.4553735831772
10159, 19, 0, -133.360156021719
10160, 10, 0, -5.68946317320517
10161, 10, 0, 256.049015861567
10162, 17, 0, 82.7137138519264
10164, 4, -1, -176.825002380263
10164, 5, 0, -203.743179394268
10165, 17, 0, -184.919684441031
10166, 19, 0, -154.529933705298
10167, 35, 0, -625.749069330497
10168, 17, 0, -432.856425466084
10169, 19, 0, -496.527276735159
10170, 48, 0, -673.631075696394
10171, 21, 0, -114.884479770567
10174, 17, 0, -303.944794920862
10204, 16, 0, -557.811416375161
10207, 18, 0, -694.651607710184
10209, 26, 0, -1504.71737032666
10217, 20, 0, -1128.79044277286
10220, 27, -1, -3739.6367889674
10220, 28, 0, -3766.5549659814
10221, 26, 0, -1914.24683867557
10222, 74, 0, -5731.10004171894
10223, 30, 0, -2705.71439591796
10225, 38, 0, -2458.93067108751
10227, 26, 0, -2323.77630702447
10228, 26, 0, -1709.48210450111
10231, 26, 0, -1504.71737032666
10233, 32, 0, -2083.00374353371
10238, 26, 0, -1914.24683867557
10239, 38, 0, -2868.46013943641
10243, 28, 0, -3261.04275000548
